Name;NSta;NGroup;NRawSlotNum;TCPSegmentSize;IPCameraDataRate;DataMode;EDCAQueueLength;TCPConnected;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate48Nsta10DataModeMCS2_4;10;1;2;2680;48;MCS2_4;0;1;1785.1;1730.7;5377.4
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate48Nsta10DataModeMCS2_8;10;1;2;2680;48;MCS2_8;0;1;1770.2;1731.2;5368.1
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate48Nsta15DataModeMCS2_4;15;1;2;2680;48;MCS2_4;0;1;2555;2489;6143.86666666667
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate48Nsta15DataModeMCS2_8;15;1;2;2680;48;MCS2_8;0;1;2248;2205.93333333333;5853
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate48Nsta5DataModeMCS2_4;5;1;2;2680;48;MCS2_4;0;1;1555.8;1489.8;5127.6
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate48Nsta5DataModeMCS2_8;5;1;2;2680;48;MCS2_8;0;1;1526.4;1459.2;5095.2
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_4;10;1;2;2680;4;MCS2_4;0;1;123.2;123.2;428.2
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;2;2680;4;MCS2_8;0;1;133.5;133.5;438.5
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate4Nsta15DataModeMCS2_4;15;1;2;2680;4;MCS2_4;0;1;193.133333333333;192.8;498.133333333333
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate4Nsta15DataModeMCS2_8;15;1;2;2680;4;MCS2_8;0;1;170.8;170.6;475.733333333333
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate4Nsta5DataModeMCS2_4;5;1;2;2680;4;MCS2_4;0;1;116.8;116.8;421.8
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate4Nsta5DataModeMCS2_8;5;1;2;2680;4;MCS2_8;0;1;114.8;114.8;419.8
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate64Nsta10DataModeMCS2_4;10;1;2;2680;64;MCS2_4;0;1;2890.2;2688.4;7578.1
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate64Nsta10DataModeMCS2_8;10;1;2;2680;64;MCS2_8;0;1;2498.1;2327.4;7159.9
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate64Nsta15DataModeMCS2_8;15;1;2;2680;64;MCS2_8;0;1;3418;3254.4;8119.86666666667
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate64Nsta5DataModeMCS2_4;5;1;2;2680;64;MCS2_4;0;1;2265.8;1977.6;6815.2
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate64Nsta5DataModeMCS2_8;5;1;2;2680;64;MCS2_8;0;1;2223.8;1963.6;6792
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_4;10;1;2;2680;8;MCS2_4;0;1;244.6;244.6;849.6
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_8;10;1;2;2680;8;MCS2_8;0;1;264.1;264.1;869.1
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta15DataModeMCS2_4;15;1;2;2680;8;MCS2_4;0;1;381.333333333333;381;986.333333333333
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta15DataModeMCS2_8;15;1;2;2680;8;MCS2_8;0;1;329.4;329.133333333333;934.333333333333
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_4;5;1;2;2680;8;MCS2_4;0;1;227.6;227.6;832.6
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;2;2680;8;MCS2_8;0;1;228.8;228.8;833.8
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate96Nsta10DataModeMCS2_4;10;1;2;2680;96;MCS2_4;0;1;3609.2;3495.8;9977.1
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate96Nsta10DataModeMCS2_8;10;1;2;2680;96;MCS2_8;0;1;3596.6;3469.6;9996.1
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate96Nsta15DataModeMCS2_8;15;1;2;2680;96;MCS2_8;0;1;4585.46666666667;4462.66666666667;10960.2
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate96Nsta5DataModeMCS2_4;5;1;2;2680;96;MCS2_4;0;1;3172.2;2991;9569.6
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate96Nsta5DataModeMCS2_8;5;1;2;2680;96;MCS2_8;0;1;3145.2;2955.8;9551.2
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate128Nsta10DataModeMCS2_4;10;1;2;3216;128;MCS2_4;0;1;4233;4103.3;11194.9
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate128Nsta10DataModeMCS2_8;10;1;2;3216;128;MCS2_8;0;1;3998.8;3882.3;10996.2
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate128Nsta15DataModeMCS2_8;15;1;2;3216;128;MCS2_8;0;1;5279.86666666667;5138.53333333333;12264.7333333333
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate128Nsta5DataModeMCS2_4;5;1;2;3216;128;MCS2_4;0;1;3447.6;3277.2;10410.2
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate128Nsta5DataModeMCS2_8;5;1;2;3216;128;MCS2_8;0;1;3361.2;3196.4;10348.8
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_4;10;1;2;3216;16;MCS2_4;0;1;469.4;469.4;1470.4
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_8;10;1;2;3216;16;MCS2_8;0;1;441.1;441.1;1442.1
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta15DataModeMCS2_4;15;1;2;3216;16;MCS2_4;0;1;657.133333333333;657;1658.33333333333
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta15DataModeMCS2_8;15;1;2;3216;16;MCS2_8;0;1;580.266666666667;580.066666666667;1581.26666666667
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_4;5;1;2;3216;16;MCS2_4;0;1;381.8;381.8;1382.8
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;2;3216;16;MCS2_8;0;1;383;383;1384
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_4;10;1;2;3216;2;MCS2_4;0;1;58.7;58.7;183.7
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;2;3216;2;MCS2_8;0;1;56.5;56.5;181.5
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate2Nsta15DataModeMCS2_4;15;1;2;3216;2;MCS2_4;0;1;84.6;84.5333333333333;209.8
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate2Nsta15DataModeMCS2_8;15;1;2;3216;2;MCS2_8;0;1;72;71.6666666666667;197
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate2Nsta5DataModeMCS2_4;5;1;2;3216;2;MCS2_4;0;1;46.8;46.8;171.8
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate2Nsta5DataModeMCS2_8;5;1;2;3216;2;MCS2_8;0;1;46.8;46.8;171.8
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate32Nsta10DataModeMCS2_4;10;1;2;3216;32;MCS2_4;0;1;930.9;930.7;2933.9
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate32Nsta10DataModeMCS2_8;10;1;2;3216;32;MCS2_8;0;1;889.2;889.2;2892.2
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate32Nsta15DataModeMCS2_4;15;1;2;3216;32;MCS2_4;0;1;1322.73333333333;1322.46666666667;3325.93333333333
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate32Nsta15DataModeMCS2_8;15;1;2;3216;32;MCS2_8;0;1;1163.46666666667;1162.93333333333;3166.46666666667
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate32Nsta5DataModeMCS2_4;5;1;2;3216;32;MCS2_4;0;1;772.4;772.4;2775.4
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate32Nsta5DataModeMCS2_8;5;1;2;3216;32;MCS2_8;0;1;770.8;770.8;2773.8
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate48Nsta10DataModeMCS2_4;10;1;2;3216;48;MCS2_4;0;1;1434.7;1430.2;4440.5
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate48Nsta10DataModeMCS2_8;10;1;2;3216;48;MCS2_8;0;1;1346.4;1346.2;4354.2
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate48Nsta15DataModeMCS2_4;15;1;2;3216;48;MCS2_4;0;1;2052.06666666667;2024.8;5036.6
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate48Nsta15DataModeMCS2_8;15;1;2;3216;48;MCS2_8;0;1;1759.53333333333;1758.86666666667;4768.46666666667
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate48Nsta5DataModeMCS2_4;5;1;2;3216;48;MCS2_4;0;1;1154.8;1154.4;4163
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate48Nsta5DataModeMCS2_8;5;1;2;3216;48;MCS2_8;0;1;1170.8;1170.8;4179.4
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_4;10;1;2;3216;4;MCS2_4;0;1;120.5;120.5;374.5
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;2;3216;4;MCS2_8;0;1;113.1;113.1;367.1
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate4Nsta15DataModeMCS2_4;15;1;2;3216;4;MCS2_4;0;1;169.333333333333;169.266666666667;423.533333333333
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate4Nsta15DataModeMCS2_8;15;1;2;3216;4;MCS2_8;0;1;147.066666666667;147;401.066666666667
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate4Nsta5DataModeMCS2_4;5;1;2;3216;4;MCS2_4;0;1;94.6;94.6;348.6
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate4Nsta5DataModeMCS2_8;5;1;2;3216;4;MCS2_8;0;1;94.6;94.6;348.6
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate64Nsta10DataModeMCS2_4;10;1;2;3216;64;MCS2_4;0;1;2290.8;2201.2;6230.8
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate64Nsta10DataModeMCS2_8;10;1;2;3216;64;MCS2_8;0;1;2004.8;1936.5;5957.4
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate64Nsta15DataModeMCS2_8;15;1;2;3216;64;MCS2_8;0;1;2694.73333333333;2620.4;6661.4
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate64Nsta5DataModeMCS2_4;5;1;2;3216;64;MCS2_4;0;1;1803.2;1685.6;5701.8
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate64Nsta5DataModeMCS2_8;5;1;2;3216;64;MCS2_8;0;1;1757.4;1641;5651.6
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_4;10;1;2;3216;8;MCS2_4;0;1;236.7;236.7;739.7
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_8;10;1;2;3216;8;MCS2_8;0;1;222.8;222.8;725.8
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta15DataModeMCS2_4;15;1;2;3216;8;MCS2_4;0;1;327.666666666667;327.6;830.866666666667
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta15DataModeMCS2_8;15;1;2;3216;8;MCS2_8;0;1;290.4;290;793.4
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_4;5;1;2;3216;8;MCS2_4;0;1;190.4;190.4;693.4
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;2;3216;8;MCS2_8;0;1;190.4;190.4;693.4
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate96Nsta10DataModeMCS2_4;10;1;2;3216;96;MCS2_4;0;1;3098;2976;8456.2
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate96Nsta10DataModeMCS2_8;10;1;2;3216;96;MCS2_8;0;1;2864.1;2723.7;8330
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate96Nsta15DataModeMCS2_8;15;1;2;3216;96;MCS2_8;0;1;3760.6;3634.73333333333;9138.33333333333
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate96Nsta5DataModeMCS2_4;5;1;2;3216;96;MCS2_4;0;1;2562.6;2349.6;7994.6
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate96Nsta5DataModeMCS2_8;5;1;2;3216;96;MCS2_8;0;1;2606.2;2385;8080.6
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate128Nsta10DataModeMCS2_4;10;1;2;536;128;MCS2_4;0;1;14395.7;8867.5;27764.7
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate128Nsta10DataModeMCS2_8;10;1;2;536;128;MCS2_8;0;1;12653.9;10189.9;33292.2
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate128Nsta15DataModeMCS2_8;15;1;2;536;128;MCS2_8;0;1;15840.4666666667;7884;23131.4666666667
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate128Nsta5DataModeMCS2_4;5;1;2;536;128;MCS2_4;0;1;7887.2;7286.6;36089.4
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate128Nsta5DataModeMCS2_8;5;1;2;536;128;MCS2_8;0;1;7674.6;7147.2;35906.8
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_4;10;1;2;536;16;MCS2_4;0;1;2679.7;2563.7;6686
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_8;10;1;2;536;16;MCS2_8;0;1;2859.8;2746.3;6885.5
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta15DataModeMCS2_4;15;1;2;536;16;MCS2_4;0;1;3023.2;2939.86666666667;7048.4
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta15DataModeMCS2_8;15;1;2;536;16;MCS2_8;0;1;3084.2;2985.26666666667;7100
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_4;5;1;2;536;16;MCS2_4;0;1;2697.6;2541.6;6729.8
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;2;536;16;MCS2_8;0;1;2706.6;2550.4;6734
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate2Nsta10DataModeMCS2_4;10;1;2;536;2;MCS2_4;0;1;292.8;292.8;879.8
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;2;536;2;MCS2_8;0;1;327.8;327.8;914.8
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate2Nsta15DataModeMCS2_4;15;1;2;536;2;MCS2_4;0;1;340.866666666667;340.8;927.8
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate2Nsta15DataModeMCS2_8;15;1;2;536;2;MCS2_8;0;1;347.466666666667;347.4;934.4
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate2Nsta5DataModeMCS2_4;5;1;2;536;2;MCS2_4;0;1;305.8;305.8;892.8
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate2Nsta5DataModeMCS2_8;5;1;2;536;2;MCS2_8;0;1;305.8;305.8;892.8
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_4;10;1;2;536;32;MCS2_4;0;1;4563.7;4462;11838.9
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_8;10;1;2;536;32;MCS2_8;0;1;4912.1;4813.7;12186
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta15DataModeMCS2_4;15;1;2;536;32;MCS2_4;0;1;5445.33333333333;5357.4;12784.2
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta15DataModeMCS2_8;15;1;2;536;32;MCS2_8;0;1;5560.6;5447.53333333333;12881.4
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_4;5;1;2;536;32;MCS2_4;0;1;4307.2;4193;11556
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;1;2;536;32;MCS2_8;0;1;4374.8;4249.8;11602
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate48Nsta10DataModeMCS2_4;10;1;2;536;48;MCS2_4;0;1;5500;5363;16262.8
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate48Nsta10DataModeMCS2_8;10;1;2;536;48;MCS2_8;0;1;5952.5;5808.8;16697.1
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate48Nsta15DataModeMCS2_4;15;1;2;536;48;MCS2_4;0;1;6898.73333333333;6667.93333333333;17682.5333333333
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate48Nsta15DataModeMCS2_8;15;1;2;536;48;MCS2_8;0;1;7068.26666666667;6848.93333333333;17799.3333333333
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate48Nsta5DataModeMCS2_4;5;1;2;536;48;MCS2_4;0;1;4828.2;4691.8;15559.6
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate48Nsta5DataModeMCS2_8;5;1;2;536;48;MCS2_8;0;1;5021.6;4847.2;15707.2
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_4;10;1;2;536;4;MCS2_4;0;1;596.9;596.9;1789.9
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;2;536;4;MCS2_8;0;1;659.8;659.8;1852.8
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate4Nsta15DataModeMCS2_4;15;1;2;536;4;MCS2_4;0;1;689.733333333333;689.666666666667;1882.66666666667
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate4Nsta15DataModeMCS2_8;15;1;2;536;4;MCS2_8;0;1;708.8;708.733333333333;1901.73333333333
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate4Nsta5DataModeMCS2_4;5;1;2;536;4;MCS2_4;0;1;623;623;1816
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate4Nsta5DataModeMCS2_8;5;1;2;536;4;MCS2_8;0;1;623;623;1816
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate64Nsta10DataModeMCS2_4;10;1;2;536;64;MCS2_4;0;1;6576.4;6352.5;20862.2
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate64Nsta10DataModeMCS2_8;10;1;2;536;64;MCS2_8;0;1;6925.6;6713.7;21176.6
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate64Nsta15DataModeMCS2_4;15;1;2;536;64;MCS2_4;33.3;0.9;3588.2;3718.8;9793.9
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate64Nsta15DataModeMCS2_8;15;1;2;536;64;MCS2_8;0;1;9219.4;8705.13333333333;22975.7333333333
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate64Nsta5DataModeMCS2_4;5;1;2;536;64;MCS2_4;0;1;5120.4;4952;19412
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate64Nsta5DataModeMCS2_8;5;1;2;536;64;MCS2_8;0;1;5132.6;4949.6;19369.8
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_4;10;1;2;536;8;MCS2_4;0;1;1299.9;1256.9;3645
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;1;2;536;8;MCS2_8;0;1;1392;1351.4;3738.4
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate8Nsta15DataModeMCS2_4;15;1;2;536;8;MCS2_4;0;1;1456.73333333333;1431.86666666667;3821.66666666667
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate8Nsta15DataModeMCS2_8;15;1;2;536;8;MCS2_8;0;1;1486.06666666667;1457.6;3846.46666666667
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate8Nsta5DataModeMCS2_4;5;1;2;536;8;MCS2_4;0;1;1345.6;1275.6;3660.4
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;2;536;8;MCS2_8;0;1;1335.8;1266.2;3651
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate96Nsta10DataModeMCS2_4;10;1;2;536;96;MCS2_4;0;1;9956.8;8780.8;27725.4
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate96Nsta10DataModeMCS2_8;10;1;2;536;96;MCS2_8;0;1;8996.9;8486.3;30160.3
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate96Nsta15DataModeMCS2_8;15;1;2;536;96;MCS2_8;0;1;11534.5333333333;8132.4;23476.3333333333
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate96Nsta5DataModeMCS2_4;5;1;2;536;96;MCS2_4;0;1;6063.2;5787.2;27394.6
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate96Nsta5DataModeMCS2_8;5;1;2;536;96;MCS2_8;0;1;6059;5763.6;27327.2
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate128Nsta10DataModeMCS2_4;10;1;5;1072;128;MCS2_4;0;1;5514.6;4785;17585.5
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate128Nsta10DataModeMCS2_8;10;1;5;1072;128;MCS2_8;0;1;5321.6;4951.6;17936.9
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate128Nsta15DataModeMCS2_8;15;1;5;1072;128;MCS2_8;0;1;6042.2;5308.73333333333;18284.2666666667
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate128Nsta5DataModeMCS2_4;5;1;5;1072;128;MCS2_4;0;1;248.2;124.4;13015.2
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate128Nsta5DataModeMCS2_8;5;1;5;1072;128;MCS2_8;0;1;354.2;177.4;13103.4
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_4;10;1;5;1072;16;MCS2_4;0;1;1075.7;1013.7;3152.3
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_8;10;1;5;1072;16;MCS2_8;0;1;1169.2;1110;3247.9
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta15DataModeMCS2_4;15;1;5;1072;16;MCS2_4;0;1;980.733333333333;938.266666666667;3077.4
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta15DataModeMCS2_8;15;1;5;1072;16;MCS2_8;0;1;1047.33333333333;1004.93333333333;3144.4
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_4;5;1;5;1072;16;MCS2_4;0;1;234.6;117.6;2254.6
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;5;1072;16;MCS2_8;0;1;227;113.8;2250.8
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_4;10;1;5;1072;2;MCS2_4;0;1;121.5;121.5;386.5
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;5;1072;2;MCS2_8;0;1;135.7;135.7;400.7
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate2Nsta15DataModeMCS2_4;15;1;5;1072;2;MCS2_4;0;1;111.4;111.4;376.4
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate2Nsta15DataModeMCS2_8;15;1;5;1072;2;MCS2_8;0;1;121.6;121.6;386.6
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate2Nsta5DataModeMCS2_4;5;1;5;1072;2;MCS2_4;0;1;0.6;0.6;265.6
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate2Nsta5DataModeMCS2_8;5;1;5;1072;2;MCS2_8;0;1;0.6;0.6;265.6
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate32Nsta10DataModeMCS2_4;10;1;5;1072;32;MCS2_4;0;1;2439.1;2099;6008.8
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate32Nsta10DataModeMCS2_8;10;1;5;1072;32;MCS2_8;0;1;2555.1;2223.3;6156.7
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate32Nsta15DataModeMCS2_4;15;1;5;1072;32;MCS2_4;0;1;2278.33333333333;2025.4;5910.4
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate32Nsta15DataModeMCS2_8;15;1;5;1072;32;MCS2_8;0;1;2394.26666666667;2121.86666666667;6031.06666666667
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate32Nsta5DataModeMCS2_4;5;1;5;1072;32;MCS2_4;0;1;1102.6;551.6;4462.6
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate32Nsta5DataModeMCS2_8;5;1;5;1072;32;MCS2_8;0;1;1083.8;542.2;4632.4
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate48Nsta10DataModeMCS2_4;10;1;5;1072;48;MCS2_4;0;1;2653.1;2534.6;7641.5
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate48Nsta10DataModeMCS2_8;10;1;5;1072;48;MCS2_8;0;1;2832.6;2743.2;7838.9
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate48Nsta15DataModeMCS2_4;15;1;5;1072;48;MCS2_4;0;1;3009.06666666667;2811.8;8009.06666666667
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate48Nsta15DataModeMCS2_8;15;1;5;1072;48;MCS2_8;0;1;2736.66666666667;2618.26666666667;7741.66666666667
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate48Nsta5DataModeMCS2_4;5;1;5;1072;48;MCS2_4;0;1;273.8;137.2;5224.2
