Name;NSta;NGroup;NRawSlotNum;TCPSegmentSize;IPCameraDataRate;DataMode;EDCAQueueLength;TCPConnected;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate128Nsta10DataModeMCS2_4;10;1;1;1072;128;MCS2_4;0;1;10634.3;9723.3;21540.6
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate128Nsta10DataModeMCS2_8;10;1;1;1072;128;MCS2_8;0;1;14769.1;14402.5;27389.5
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate128Nsta15DataModeMCS2_8;15;1;1;1072;128;MCS2_8;0;1;10052.0666666667;8297.86666666667;18841.8666666667
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate128Nsta5DataModeMCS2_4;5;1;1;1072;128;MCS2_4;0;1;8238.4;8195;21148.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate128Nsta5DataModeMCS2_8;5;1;1;1072;128;MCS2_8;0;1;8088;8044.2;20995.6
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_4;10;1;1;1072;16;MCS2_4;0;1;1357.4;1355.8;3494.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_8;10;1;1;1072;16;MCS2_8;0;1;1530.7;1528.5;3667.4
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta15DataModeMCS2_4;15;1;1;1072;16;MCS2_4;0;1;1650.73333333333;1648.93333333333;3789.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta15DataModeMCS2_8;15;1;1;1072;16;MCS2_8;0;1;1684.4;1682.06666666667;3822.6
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_4;5;1;1;1072;16;MCS2_4;0;1;1353.6;1352.2;3489.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;1;1072;16;MCS2_8;0;1;1332.4;1332;3469.4
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_4;10;1;1;1072;2;MCS2_4;0;1;142.3;142.3;407.3
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;1;1072;2;MCS2_8;0;1;161.9;161.9;427
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate2Nsta15DataModeMCS2_4;15;1;1;1072;2;MCS2_4;0;1;160.933333333333;160.933333333333;425.933333333333
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate2Nsta15DataModeMCS2_8;15;1;1;1072;2;MCS2_8;0;1;165.2;165.2;430.2
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate2Nsta5DataModeMCS2_4;5;1;1;1072;2;MCS2_4;0;1;147.6;147.6;412.6
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate2Nsta5DataModeMCS2_8;5;1;1;1072;2;MCS2_8;0;1;150.8;150.8;415.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta10DataModeMCS2_4;10;1;1;1072;32;MCS2_4;0;1;3504.5;3474.8;7268.9
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta10DataModeMCS2_8;10;1;1;1072;32;MCS2_8;0;1;3935.2;3902.9;7711.9
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta15DataModeMCS2_4;15;1;1;1072;32;MCS2_4;0;1;4581.33333333333;4554.8;8348.66666666667
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta15DataModeMCS2_8;15;1;1;1072;32;MCS2_8;0;1;4733.46666666667;4695.46666666667;8506.46666666667
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta5DataModeMCS2_4;5;1;1;1072;32;MCS2_4;0;1;3286.2;3267.4;7053
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta5DataModeMCS2_8;5;1;1;1072;32;MCS2_8;0;1;3288.2;3265.8;7056.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate48Nsta10DataModeMCS2_4;10;1;1;1072;48;MCS2_4;0;1;4642.7;4610;9737
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate48Nsta10DataModeMCS2_8;10;1;1;1072;48;MCS2_8;0;1;4740.6;4711.5;9838.5
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate48Nsta15DataModeMCS2_4;15;1;1;1072;48;MCS2_4;0;1;8729.93333333333;8653.2;13784.1333333333
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate48Nsta15DataModeMCS2_8;15;1;1;1072;48;MCS2_8;0;1;6677.6;6599.6;11725.2666666667
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate48Nsta5DataModeMCS2_4;5;1;1;1072;48;MCS2_4;0;1;3911.8;3904;9011.4
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate48Nsta5DataModeMCS2_8;5;1;1;1072;48;MCS2_8;0;1;3926.6;3916.6;9021.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_4;10;1;1;1072;4;MCS2_4;0;1;290;290;827
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;1;1072;4;MCS2_8;0;1;332.9;332.9;870
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate4Nsta15DataModeMCS2_4;15;1;1;1072;4;MCS2_4;0;1;325.933333333333;325.933333333333;862.933333333333
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate4Nsta15DataModeMCS2_8;15;1;1;1072;4;MCS2_8;0;1;342.266666666667;342.266666666667;879.266666666667
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate4Nsta5DataModeMCS2_4;5;1;1;1072;4;MCS2_4;0;1;296.8;296.8;833.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate4Nsta5DataModeMCS2_8;5;1;1;1072;4;MCS2_8;0;1;302.4;302.4;839.4
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate64Nsta10DataModeMCS2_4;10;1;1;1072;64;MCS2_4;0;1;7239.7;7183.6;13931.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate64Nsta10DataModeMCS2_8;10;1;1;1072;64;MCS2_8;0;1;7746.6;7698.1;14432.5
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate64Nsta15DataModeMCS2_4;15;1;1;1072;64;MCS2_4;0;1;5915;5845;8615
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate64Nsta15DataModeMCS2_8;15;1;1;1072;64;MCS2_8;0;1;11344.0666666667;11093.4;17658.3333333333
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate64Nsta5DataModeMCS2_4;5;1;1;1072;64;MCS2_4;0;1;5898.2;5884.6;12553
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate64Nsta5DataModeMCS2_8;5;1;1;1072;64;MCS2_8;0;1;5958.8;5940.8;12618.4
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate8Nsta10DataModeMCS2_4;10;1;1;1072;8;MCS2_4;0;1;590.1;590.1;1661.1
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate8Nsta10DataModeMCS2_8;10;1;1;1072;8;MCS2_8;0;1;655.7;655.7;1726.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate8Nsta15DataModeMCS2_4;15;1;1;1072;8;MCS2_4;0;1;648.4;648.4;1719.4
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate8Nsta15DataModeMCS2_8;15;1;1;1072;8;MCS2_8;0;1;682.8;682.8;1753.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_4;5;1;1;1072;8;MCS2_4;0;1;594.4;594.4;1665.4
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;1;1072;8;MCS2_8;0;1;604.6;604.6;1675.6
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate96Nsta10DataModeMCS2_4;10;1;1;1072;96;MCS2_4;0;1;11583.7;11448;21325.8
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate96Nsta10DataModeMCS2_8;10;1;1;1072;96;MCS2_8;0;1;10553.2;10382.4;20060.1
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate96Nsta15DataModeMCS2_8;15;1;1;1072;96;MCS2_8;0;1;12429.4666666667;12078.9333333333;21703.2
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate96Nsta5DataModeMCS2_4;5;1;1;1072;96;MCS2_4;0;1;7282;7267.4;16984.4
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate96Nsta5DataModeMCS2_8;5;1;1;1072;96;MCS2_8;0;1;7125;7103;16812.8
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate128Nsta10DataModeMCS2_4;10;1;1;1608;128;MCS2_4;0;1;11593.5;11337;19796
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate128Nsta10DataModeMCS2_8;10;1;1;1608;128;MCS2_8;0;1;9984;9921.7;18349.8
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate128Nsta15DataModeMCS2_8;15;1;1;1608;128;MCS2_8;0;1;11541;10986.8;19002.1333333333
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate128Nsta5DataModeMCS2_4;5;1;1;1608;128;MCS2_4;0;1;7220.6;7213.4;15574.8
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate128Nsta5DataModeMCS2_8;5;1;1;1608;128;MCS2_8;0;1;6919.4;6911.2;15258.8
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_4;10;1;1;1608;16;MCS2_4;0;1;756.2;756.2;2135.2
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_8;10;1;1;1608;16;MCS2_8;0;1;851.5;851.5;2230.6
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta15DataModeMCS2_4;15;1;1;1608;16;MCS2_4;0;1;841.266666666667;841.266666666667;2220.26666666667
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta15DataModeMCS2_8;15;1;1;1608;16;MCS2_8;0;1;872.466666666667;872.466666666667;2251.46666666667
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_4;5;1;1;1608;16;MCS2_4;0;1;768.6;768.6;2147.6
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;1;1608;16;MCS2_8;0;1;767.6;767.6;2146.6
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_4;10;1;1;1608;2;MCS2_4;0;1;92;92;265
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;1;1608;2;MCS2_8;0;1;104.3;104.3;277.4
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate2Nsta15DataModeMCS2_4;15;1;1;1608;2;MCS2_4;0;1;105.6;105.6;278.6
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate2Nsta15DataModeMCS2_8;15;1;1;1608;2;MCS2_8;0;1;113.533333333333;113.533333333333;286.533333333333
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate2Nsta5DataModeMCS2_4;5;1;1;1608;2;MCS2_4;0;1;93;93;266
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate2Nsta5DataModeMCS2_8;5;1;1;1608;2;MCS2_8;0;1;96.8;96.8;269.8
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate32Nsta10DataModeMCS2_4;10;1;1;1608;32;MCS2_4;0;1;2049.3;2036;4801.4
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate32Nsta10DataModeMCS2_8;10;1;1;1608;32;MCS2_8;0;1;2191.4;2176.9;4945
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate32Nsta15DataModeMCS2_4;15;1;1;1608;32;MCS2_4;0;1;2925.8;2912.13333333333;5690.33333333333
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate32Nsta15DataModeMCS2_8;15;1;1;1608;32;MCS2_8;0;1;2623.66666666667;2609.6;5386.73333333333
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate32Nsta5DataModeMCS2_4;5;1;1;1608;32;MCS2_4;0;1;1920.2;1908;4677.2
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate32Nsta5DataModeMCS2_8;5;1;1;1608;32;MCS2_8;0;1;1823.4;1814.2;4580.6
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate48Nsta10DataModeMCS2_4;10;1;1;1608;48;MCS2_4;0;1;3058.2;3031.2;6710.4
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate48Nsta10DataModeMCS2_8;10;1;1;1608;48;MCS2_8;0;1;3388.1;3356.5;7078.5
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate48Nsta15DataModeMCS2_4;15;1;1;1608;48;MCS2_4;0;1;4551.53333333333;4523.2;8154
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate48Nsta15DataModeMCS2_8;15;1;1;1608;48;MCS2_8;0;1;3955.46666666667;3917.26666666667;7608.6
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate48Nsta5DataModeMCS2_4;5;1;1;1608;48;MCS2_4;0;1;2863;2844.2;6528.4
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate48Nsta5DataModeMCS2_8;5;1;1;1608;48;MCS2_8;0;1;2904.6;2880.2;6583.4
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_4;10;1;1;1608;4;MCS2_4;0;1;187.2;187.2;534.2
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;1;1608;4;MCS2_8;0;1;214;214;561.1
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate4Nsta15DataModeMCS2_4;15;1;1;1608;4;MCS2_4;0;1;210.4;210.4;557.4
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate4Nsta15DataModeMCS2_8;15;1;1;1608;4;MCS2_8;0;1;224.4;224.4;571.4
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate4Nsta5DataModeMCS2_4;5;1;1;1608;4;MCS2_4;0;1;193.6;193.6;540.6
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate4Nsta5DataModeMCS2_8;5;1;1;1608;4;MCS2_8;0;1;196.2;196.2;543.2
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate64Nsta10DataModeMCS2_4;10;1;1;1608;64;MCS2_4;0;1;5763.8;5730.5;10299.6
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate64Nsta10DataModeMCS2_8;10;1;1;1608;64;MCS2_8;0;1;6039.8;6003.8;10592.1
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate64Nsta15DataModeMCS2_4;15;1;1;1608;64;MCS2_4;0.133333333333333;1;3698.8;3675.93333333333;5263.06666666667
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate64Nsta15DataModeMCS2_8;15;1;1;1608;64;MCS2_8;0;1;8823.93333333333;8738.26666666667;13303.0666666667
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate64Nsta5DataModeMCS2_4;5;1;1;1608;64;MCS2_4;0;1;4863.4;4850.8;9390.8
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate64Nsta5DataModeMCS2_8;5;1;1;1608;64;MCS2_8;0;1;4799.2;4786.2;9339
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_4;10;1;1;1608;8;MCS2_4;0;1;376.1;376.1;1067.1
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_8;10;1;1;1608;8;MCS2_8;0;1;426.6;426.6;1117.7
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta15DataModeMCS2_4;15;1;1;1608;8;MCS2_4;0;1;417.533333333333;417.533333333333;1108.53333333333
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta15DataModeMCS2_8;15;1;1;1608;8;MCS2_8;0;1;441.466666666667;441.466666666667;1132.46666666667
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_4;5;1;1;1608;8;MCS2_4;0;1;383.4;383.4;1074.4
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;1;1608;8;MCS2_8;0;1;386.2;386.2;1077.2
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate96Nsta10DataModeMCS2_4;10;1;1;1608;96;MCS2_4;0;1;8031.3;7960.4;14446.4
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate96Nsta10DataModeMCS2_8;10;1;1;1608;96;MCS2_8;0;1;8012;7962.6;14433.6
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate96Nsta15DataModeMCS2_8;15;1;1;1608;96;MCS2_8;0;1;15519.5333333333;15273.8666666667;21836.7333333333
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate96Nsta5DataModeMCS2_4;5;1;1;1608;96;MCS2_4;0;1;6066;6058.6;12470.4
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate96Nsta5DataModeMCS2_8;5;1;1;1608;96;MCS2_8;0;1;5966.2;5953.4;12365.2
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate128Nsta10DataModeMCS2_4;10;1;1;2144;128;MCS2_4;0;1;11588.7;11411;17822.4
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate128Nsta10DataModeMCS2_8;10;1;1;2144;128;MCS2_8;0;1;8047.7;8000.7;14261
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate128Nsta15DataModeMCS2_8;15;1;1;2144;128;MCS2_8;0;1;12409;12123.9333333333;18459.6666666667
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate128Nsta5DataModeMCS2_4;5;1;1;2144;128;MCS2_4;0;1;5596.2;5594.4;11766.8
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate128Nsta5DataModeMCS2_8;5;1;1;2144;128;MCS2_8;0;1;5424.8;5419.6;11582.6
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_4;10;1;1;2144;16;MCS2_4;0;1;555.5;555.5;1574.5
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_8;10;1;1;2144;16;MCS2_8;0;1;624.4;624.4;1643.5
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta15DataModeMCS2_4;15;1;1;2144;16;MCS2_4;0;1;720.466666666667;720.466666666667;1739.46666666667
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta15DataModeMCS2_8;15;1;1;2144;16;MCS2_8;0;1;651.466666666667;651.466666666667;1670.46666666667
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_4;5;1;1;2144;16;MCS2_4;0;1;565.4;565.4;1584.4
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;1;2144;16;MCS2_8;0;1;566.6;566.6;1585.6
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_4;10;1;1;2144;2;MCS2_4;0;1;69;69;198
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;1;2144;2;MCS2_8;0;1;78.7;78.7;207.8
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate2Nsta15DataModeMCS2_4;15;1;1;2144;2;MCS2_4;0;1;94.1333333333333;94.1333333333333;223.133333333333
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate2Nsta15DataModeMCS2_8;15;1;1;2144;2;MCS2_8;0;1;83.6;83.6;212.6
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate2Nsta5DataModeMCS2_4;5;1;1;2144;2;MCS2_4;0;1;69.4;69.4;198.4
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate2Nsta5DataModeMCS2_8;5;1;1;2144;2;MCS2_8;0;1;72.2;72.2;201.2
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate32Nsta10DataModeMCS2_4;10;1;1;2144;32;MCS2_4;0;1;1321.7;1321.7;3358.7
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate32Nsta10DataModeMCS2_8;10;1;1;2144;32;MCS2_8;0;1;1504.2;1504.1;3541.2
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate32Nsta15DataModeMCS2_4;15;1;1;2144;32;MCS2_4;0;1;1788.53333333333;1788.53333333333;3825.8
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate32Nsta15DataModeMCS2_8;15;1;1;2144;32;MCS2_8;0;1;1623.93333333333;1623.8;3660.86666666667
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate32Nsta5DataModeMCS2_4;5;1;1;2144;32;MCS2_4;0;1;1305.2;1305.2;3342.4
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate32Nsta5DataModeMCS2_8;5;1;1;2144;32;MCS2_8;0;1;1346.6;1346.6;3383.6
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate48Nsta10DataModeMCS2_4;10;1;1;2144;48;MCS2_4;0;1;2414.8;2390.1;5440
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate48Nsta10DataModeMCS2_8;10;1;1;2144;48;MCS2_8;0;1;2395.6;2374.7;5426.1
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate48Nsta15DataModeMCS2_4;15;1;1;2144;48;MCS2_4;0;1;4111.86666666667;4084.2;7106.46666666667
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate48Nsta15DataModeMCS2_8;15;1;1;2144;48;MCS2_8;0;1;3168.06666666667;3143.4;6207.06666666667
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate48Nsta5DataModeMCS2_4;5;1;1;2144;48;MCS2_4;0;1;2054.2;2038.6;5083.8
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate48Nsta5DataModeMCS2_8;5;1;1;2144;48;MCS2_8;0;1;1951.4;1933.6;4977
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_4;10;1;1;2144;4;MCS2_4;0;1;137.9;137.9;394.9
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;1;2144;4;MCS2_8;0;1;158.4;158.4;415.5
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate4Nsta15DataModeMCS2_4;15;1;1;2144;4;MCS2_4;0;1;183.466666666667;183.466666666667;440.466666666667
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate4Nsta15DataModeMCS2_8;15;1;1;2144;4;MCS2_8;0;1;164.266666666667;164.266666666667;421.266666666667
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate4Nsta5DataModeMCS2_4;5;1;1;2144;4;MCS2_4;0;1;143.2;143.2;400.2
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate4Nsta5DataModeMCS2_8;5;1;1;2144;4;MCS2_8;0;1;145.4;145.4;402.4
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate64Nsta10DataModeMCS2_4;10;1;1;2144;64;MCS2_4;0;1;2814;2785.4;6383.2
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate64Nsta10DataModeMCS2_8;10;1;1;2144;64;MCS2_8;0;1;3028.4;2996.9;6662.5
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate64Nsta15DataModeMCS2_4;15;1;1;2144;64;MCS2_4;0;0;0;2056;3033
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate64Nsta15DataModeMCS2_8;15;1;1;2144;64;MCS2_8;0;1;3687.6;3650.46666666667;7268.26666666667
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate64Nsta5DataModeMCS2_4;5;1;1;2144;64;MCS2_4;0;1;2619.6;2603.4;6225.2
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate64Nsta5DataModeMCS2_8;5;1;1;2144;64;MCS2_8;0;1;2682;2658.4;6305
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_4;10;1;1;2144;8;MCS2_4;0;1;276.5;276.5;787.5
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_8;10;1;1;2144;8;MCS2_8;0;1;315.9;315.9;827
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta15DataModeMCS2_4;15;1;1;2144;8;MCS2_4;0;1;365.6;365.6;876.6
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta15DataModeMCS2_8;15;1;1;2144;8;MCS2_8;0;1;324.133333333333;324.133333333333;835.133333333333
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_4;5;1;1;2144;8;MCS2_4;0;1;282.4;282.4;793.4
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;1;2144;8;MCS2_8;0;1;286.2;286.2;797.2
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate96Nsta10DataModeMCS2_4;10;1;1;2144;96;MCS2_4;0;1;7105.3;7038.1;12073.1
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate96Nsta10DataModeMCS2_8;10;1;1;2144;96;MCS2_8;0;1;5439.3;5391.4;10453.7
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate96Nsta15DataModeMCS2_8;15;1;1;2144;96;MCS2_8;0;1;11515.2666666667;11333.0666666667;16331.6666666667
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate96Nsta5DataModeMCS2_4;5;1;1;2144;96;MCS2_4;0;1;4220;4207.4;9243.4
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate96Nsta5DataModeMCS2_8;5;1;1;2144;96;MCS2_8;0;1;4181.4;4167.4;9217.2
NGroup1NRawSlotNum1TCPSegmentSize2680IpCameraDataRate128Nsta10DataModeMCS2_4;10;1;1;2680;128;MCS2_4;0;1;15673.4;14964.6;22120
NGroup1NRawSlotNum1TCPSegmentSize2680IpCameraDataRate128Nsta10DataModeMCS2_8;10;1;1;2680;128;MCS2_8;0;1;9126.3;8969.5;17088.9
