Name;NSta;NGroup;NRawSlotNum;TCPSegmentSize;IPCameraDataRate;DataMode;EDCAQueueLength;TCPConnected;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;DropTCPTxBufferExceeded
NGroup1NRawSlotNum2TCPSegmentSize1072IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;2;1072;8;MCS2_0;0;1;1680.7;1620.8;3238.1;1.7;330.6;0
NGroup2NRawSlotNum2TCPSegmentSize1072IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;2;1072;8;MCS2_0;0;1;1723.6;1649.7;3340.4;0;615;0
NGroup4NRawSlotNum2TCPSegmentSize1072IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;2;1072;8;MCS2_0;14.7;1;2451.5;2195.5;3617;44.3;94799.8;44.6
NGroup8NRawSlotNum2TCPSegmentSize1072IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;2;1072;8;MCS2_0;12.1;1;1397;1162;1892.6;35;256090.2;127.1
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;5;1072;8;MCS2_0;0;1;3690.9;3567.1;5203;0;1948.9;0
NGroup2NRawSlotNum5TCPSegmentSize1072IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;5;1072;8;MCS2_0;2.9;0.9;2731.9;2543.9;4056.8;19.3;23899.4;39.1
NGroup4NRawSlotNum5TCPSegmentSize1072IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;5;1072;8;MCS2_0;10.8;0.7;2388.8;2039.6;2827.8;32.6;139790.8;88.5
NGroup8NRawSlotNum5TCPSegmentSize1072IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;5;1072;8;MCS2_0;10.1;0.5;1342.8;1086.1;1488.6;30.7;142350.7;100.6
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;1;1608;8;MCS2_0;0;1;3105;3098.6;4366.6;0;511.8;0
NGroup2NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;1;1608;8;MCS2_0;0;1;1672.5;1663.1;2970.2;0;751.9;0
NGroup4NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;1;1608;8;MCS2_0;0;1;1657.4;1640.9;3006.8;0;1473.4;0
NGroup8NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;1;1608;8;MCS2_0;14.7;1;1344.3;1226.8;1906.7;40.2;189336.1;93
NGroup1NRawSlotNum2TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;2;1608;8;MCS2_0;0;1;1666.7;1643.8;2909.6;0;436.2;0
NGroup2NRawSlotNum2TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;2;1608;8;MCS2_0;0;1;1726.7;1687.6;2968.1;0;823.6;0
NGroup4NRawSlotNum2TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;2;1608;8;MCS2_0;12.9;1;2445.4;2175.5;3235;33.1;102616;49.5
NGroup8NRawSlotNum2TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;2;1608;8;MCS2_0;12.9;0.7;1288.6;1109.7;1665.5;22.3;132267.9;81.2
NGroup1NRawSlotNum5TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;5;1608;8;MCS2_0;0.8;0;87;1;6;1;0;80
NGroup2NRawSlotNum5TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;5;1608;8;MCS2_0;1;0;87;1;6;1;0;80
NGroup4NRawSlotNum5TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;5;1608;8;MCS2_0;1;0;87;1;6;1;0;80
NGroup8NRawSlotNum5TCPSegmentSize1608IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;5;1608;8;MCS2_0;1;0;87;1;6;1;0;80
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;1;2144;8;MCS2_0;0;1;2462.8;2462.5;3264.6;0;675.9;0
NGroup2NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;1;2144;8;MCS2_0;0;1;1619.6;1615.4;2517.9;0;1035.4;0
NGroup4NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;1;2144;8;MCS2_0;0;1;1833.4;1814.8;2763.1;5;15313.7;4.3
NGroup8NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;1;2144;8;MCS2_0;11.3;1;1233.5;1119.1;1608.8;29.5;228418.8;100.2
NGroup1NRawSlotNum2TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;2;2144;8;MCS2_0;0.5;0.2;8339;8270.2;8426;0.8;45.8;64
NGroup2NRawSlotNum2TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;2;2144;8;MCS2_0;0.8;0.2;4254.5;4185.7;4391.5;0.8;96.8;64
NGroup4NRawSlotNum2TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;2;2144;8;MCS2_0;0.8;0.2;2325.2;2206.4;2412.2;0.8;220;64
NGroup8NRawSlotNum2TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;2;2144;8;MCS2_0;2.1;0.2;1301.9;1178.3;1314.6;4.5;33857.6;79.3
NGroup1NRawSlotNum5TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;5;2144;8;MCS2_0;0.8;0;87;1;6;1;0;80
NGroup2NRawSlotNum5TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;5;2144;8;MCS2_0;1;0;87;1;6;1;0;80
NGroup4NRawSlotNum5TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;5;2144;8;MCS2_0;1;0;87;1;6;1;0;80
NGroup8NRawSlotNum5TCPSegmentSize2144IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;5;2144;8;MCS2_0;1;0;87;1;6;1;0;80
NGroup1NRawSlotNum1TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;1;2680;8;MCS2_0;0;1;2922.7;2921.3;4006.9;19.6;889.9;0
NGroup2NRawSlotNum1TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;1;2680;8;MCS2_0;0;1;1915;1910.8;3010.4;0;1372.8;0
NGroup4NRawSlotNum1TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;1;2680;8;MCS2_0;2.4;1;2205.4;2165.2;3257.3;6.4;54772.7;22.3
NGroup8NRawSlotNum1TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;1;2680;8;MCS2_0;16.7;1;1316.1;1166;1677.1;18.2;244619.5;121.1
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;2;2680;8;MCS2_0;0.5;0.2;8344.6;8269.9;8476.2;0.8;47.5;64
NGroup2NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;2;2680;8;MCS2_0;0.8;0.2;4235.2;4160.8;4366.8;0.8;78.2;64
NGroup4NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;2;2680;8;MCS2_0;0.8;0.2;2327.5;2202.8;2458.9;0.8;215.9;64
NGroup8NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;2;2680;8;MCS2_0;3.8;0.2;1305.2;1175.8;1358;3.8;25502.4;76.9
NGroup1NRawSlotNum5TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;5;2680;8;MCS2_0;0.8;0;94;1;6;1;0;80
NGroup2NRawSlotNum5TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;5;2680;8;MCS2_0;1;0;94;1;6;1;0;80
NGroup4NRawSlotNum5TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;5;2680;8;MCS2_0;1;0;94;1;6;1;0;80
NGroup8NRawSlotNum5TCPSegmentSize2680IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;5;2680;8;MCS2_0;1;0;94;1;6;1;0;80
NGroup1NRawSlotNum1TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;1;3216;8;MCS2_0;0;1;2738.9;2738.8;3772.7;0;826.5;0
NGroup2NRawSlotNum1TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;1;3216;8;MCS2_0;0;1;1987.6;1986;3077;0;1461.8;0
NGroup4NRawSlotNum1TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;1;3216;8;MCS2_0;14.7;1;2291.7;2244.3;3184.3;20.9;76258.8;32.7
NGroup8NRawSlotNum1TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;1;3216;8;MCS2_0;16.5;1;1293.7;1160.1;1645.6;21.6;229631.8;112.1
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;2;3216;8;MCS2_0;0.5;0.2;8344.6;8269.9;8476.2;0.8;48.9;64
NGroup2NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;2;3216;8;MCS2_0;0.8;0.2;4235.1;4160.7;4366.7;0.8;79.4;64
NGroup4NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;2;3216;8;MCS2_0;0.8;0.2;2309.5;2183.6;2439.6;0.8;183.4;64
NGroup8NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;2;3216;8;MCS2_0;3.3;0.2;1304.6;1173.7;1388.8;4.6;11508;67.5
NGroup1NRawSlotNum5TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;1;5;3216;8;MCS2_0;0.8;0;94;1;6;1;0;80
NGroup2NRawSlotNum5TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;2;5;3216;8;MCS2_0;1;0;94;1;6;1;0;80
NGroup4NRawSlotNum5TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;4;5;3216;8;MCS2_0;1;0;94;1;6;1;0;80
NGroup8NRawSlotNum5TCPSegmentSize3216IpCameraDataRate8Nsta10DataModeMCS2_0;10;8;5;3216;8;MCS2_0;1;0;94;1;6;1;0;80
NGroup1NRawSlotNum1TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;1;536;16;MCS2_0;0;1;10041.1;9929.4;16262.3;22.6;222.1;0
NGroup2NRawSlotNum1TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;1;536;16;MCS2_0;0;1;5899.9;5717.3;11926.1;0;26559.7;32.9
NGroup4NRawSlotNum1TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;1;536;16;MCS2_0;54.1;1;3224.6;2895.2;6027.5;66.2;101585.9;248.5
NGroup8NRawSlotNum1TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;1;536;16;MCS2_0;15.2;1;1685;1267.2;2886;110.9;215876.9;358.7
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;2;536;16;MCS2_0;0;1;4318.5;4117;10405.1;2.3;224.2;0
NGroup2NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;2;536;16;MCS2_0;22.8;1;5135;4813.8;10856.9;22.2;35475.3;33.1
NGroup4NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;2;536;16;MCS2_0;72.7;1;3199.9;2665.3;5518.8;140.4;137179.7;267.1
NGroup8NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;2;536;16;MCS2_0;24.8;1;1865.5;1321.2;2775.5;93.6;263752.4;368.9
NGroup1NRawSlotNum5TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;5;536;16;MCS2_0;0;1;4303.7;3571.9;9863.7;8.6;253.2;0
NGroup2NRawSlotNum5TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;5;536;16;MCS2_0;47.6;1;4833.5;3715.9;8878.2;73;66510.7;113.7
NGroup4NRawSlotNum5TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;5;536;16;MCS2_0;59.5;1;3379.8;2261.6;4610.3;124.3;214648.3;318.1
NGroup8NRawSlotNum5TCPSegmentSize536IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;5;536;16;MCS2_0;23.1;1;1941.7;1123.1;2315.7;78.1;341670.9;395.8
NGroup2NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;1;1072;16;MCS2_0;0;1;3468.2;3427.2;6820.1;0;573.8;0
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;1;1072;16;MCS2_0;0;1;6657.7;6622.7;9892.6;46.8;365.4;0
NGroup4NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;1;1072;16;MCS2_0;44.1;1;2836.3;2573.6;4405.6;72.7;116435.1;219.6
NGroup8NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;1;1072;16;MCS2_0;19.9;1;1668.3;1277.9;2217.7;56.4;226903.4;344.5
NGroup1NRawSlotNum2TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;2;1072;16;MCS2_0;0;1;3363.4;3241.8;6461.9;3.7;338.1;0
NGroup2NRawSlotNum2TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;2;1072;16;MCS2_0;2.1;1;4454.6;4168.7;7267.5;1.7;33717.7;50.3
NGroup4NRawSlotNum2TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;2;1072;16;MCS2_0;25;1;2674.4;2233.3;3723;49.9;204593.3;278.6
NGroup8NRawSlotNum2TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;2;1072;16;MCS2_0;16.8;1;1588.8;1135;1874.4;40.5;345042.1;370.3
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;5;1072;16;MCS2_0;11.9;0.8;5860.5;5622;8018.5;12;17778.6;64.7
NGroup2NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;5;1072;16;MCS2_0;14;0.7;4069.1;3639.8;5656.7;26.7;50401;165.6
NGroup4NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;5;1072;16;MCS2_0;19.4;0.5;2740.1;2188.2;2964.6;32;95146.1;234.4
NGroup8NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;5;1072;16;MCS2_0;9.8;0.5;1525.5;1088.6;1490;30.9;155688.3;280.9
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;1;1608;16;MCS2_0;0;1;6305.1;6289.2;8821.3;0;520.8;0
NGroup2NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;1;1608;16;MCS2_0;0;1;3993;3964.1;6559.6;0;8787.3;4.2
NGroup4NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;1;1608;16;MCS2_0;26.1;1;2701.6;2468;3817.3;45.6;108639.4;209.4
NGroup8NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;1;1608;16;MCS2_0;18;1;1610.5;1245.4;1907.1;47.9;213981.8;338.9
NGroup1NRawSlotNum2TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;2;1608;16;MCS2_0;0;1;3329.2;3280.3;5805.8;0;435.6;0
NGroup2NRawSlotNum2TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;2;1608;16;MCS2_0;11.2;1;4459;4212;6356;10.6;52526.7;78.8
NGroup4NRawSlotNum2TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;2;1608;16;MCS2_0;11.4;0.7;2618.8;2234.2;3327.6;24.5;82636.9;188
NGroup8NRawSlotNum2TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;2;1608;16;MCS2_0;15.3;0.7;1427.8;1081.5;1669.6;21.5;203449.5;274.9
NGroup1NRawSlotNum5TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;5;1608;16;MCS2_0;0.8;0;197;1;6;1;0;190
NGroup2NRawSlotNum5TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;5;1608;16;MCS2_0;1;0;197;1;6;1;0;190
NGroup4NRawSlotNum5TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;5;1608;16;MCS2_0;1;0;197;1;6;1;0;190
NGroup8NRawSlotNum5TCPSegmentSize1608IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;5;1608;16;MCS2_0;1;0;197;1;6;1;0;190
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;1;2144;16;MCS2_0;0;1;4857.1;4855.9;6444;0;683.7;0
NGroup2NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;1;2144;16;MCS2_0;2.9;1;4469.7;4376.2;5935.3;13.4;47524.5;83
NGroup4NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;1;2144;16;MCS2_0;12.4;1;2592.9;2347.2;3302.7;32.7;119232.8;228.3
NGroup8NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;1;2144;16;MCS2_0;8.5;1;1527.1;1168.2;1678.8;29.5;259492.6;341.1
NGroup1NRawSlotNum2TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;2;2144;16;MCS2_0;0.5;0.2;8493.3;8336.5;8643;0.8;45.9;152
NGroup2NRawSlotNum2TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;2;2144;16;MCS2_0;0.8;0.2;4425.8;4269;4675.6;0.8;96.9;152
NGroup4NRawSlotNum2TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;2;2144;16;MCS2_0;1.2;0.2;2636;2363.1;2628.9;4.1;19149.3;186.4
NGroup8NRawSlotNum2TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;2;2144;16;MCS2_0;4;0.1;1479;1223.2;1356.9;4;8427.5;186.2
NGroup1NRawSlotNum5TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;5;2144;16;MCS2_0;0.8;0;197;1;6;1;0;190
NGroup2NRawSlotNum5TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;5;2144;16;MCS2_0;1;0;197;1;6;1;0;190
NGroup4NRawSlotNum5TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;5;2144;16;MCS2_0;1;0;197;1;6;1;0;190
NGroup8NRawSlotNum5TCPSegmentSize2144IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;5;2144;16;MCS2_0;1;0;197;1;6;1;0;190
NGroup1NRawSlotNum1TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;1;2680;16;MCS2_0;0;1;5777.6;5774.7;7944.5;41.8;837;0
NGroup2NRawSlotNum1TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;1;2680;16;MCS2_0;5.1;1;4495.2;4394;6304.2;4.8;51786.9;84.6
NGroup4NRawSlotNum1TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;1;2680;16;MCS2_0;18.5;1;2627.9;2336.5;3373;29.1;139213.5;262.8
NGroup8NRawSlotNum1TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;1;2680;16;MCS2_0;14.8;1;1553.3;1166.4;1730.4;18.1;294790.7;357.4
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;2;2680;16;MCS2_0;0.5;0.2;8498.9;8336.2;8743.3;0.8;47.7;152
NGroup2NRawSlotNum2TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;2;2680;16;MCS2_0;0.8;0.2;4381.3;4218.9;4625.7;0.8;78.2;152
NGroup4NRawSlotNum2TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;2;2680;16;MCS2_0;0.8;0.2;2635.8;2359.3;2713.8;3.5;13541.4;180.9
NGroup8NRawSlotNum2TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;2;2680;16;MCS2_0;4.6;0.1;1478.8;1223.5;1418.2;2.8;6858.3;179.1
NGroup1NRawSlotNum5TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;5;2680;16;MCS2_0;0.8;0;204;1;6;1;0;190
NGroup2NRawSlotNum5TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;5;2680;16;MCS2_0;1;0;204;1;6;1;0;190
NGroup4NRawSlotNum5TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;5;2680;16;MCS2_0;1;0;204;1;6;1;0;190
NGroup8NRawSlotNum5TCPSegmentSize2680IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;5;2680;16;MCS2_0;1;0;204;1;6;1;0;190
NGroup1NRawSlotNum1TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;1;3216;16;MCS2_0;0;1;5608.7;5607;7680.7;0;836.1;0
NGroup2NRawSlotNum1TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;1;3216;16;MCS2_0;19.4;1;4699.8;4572.3;6240.8;19.3;63783.9;113.9
NGroup4NRawSlotNum1TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;1;3216;16;MCS2_0;24.9;1;2590.6;2322.5;3283;30.6;126596.5;247
NGroup8NRawSlotNum1TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;1;3216;16;MCS2_0;12.6;1;1571.7;1192.8;1729.5;16;278081.2;350.6
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;2;3216;16;MCS2_0;0.5;0.2;8498.9;8336.2;8743.3;0.8;49;152
NGroup2NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;2;3216;16;MCS2_0;0.8;0.2;4381.3;4218.9;4625.7;0.8;79.5;152
NGroup4NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;2;3216;16;MCS2_0;0.8;0.2;2623.4;2345.2;2756.2;0.8;7383;163.1
NGroup8NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;2;3216;16;MCS2_0;3.8;0.1;1483.4;1229.3;1433.1;2.8;5187.1;172.1
NGroup1NRawSlotNum5TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;1;5;3216;16;MCS2_0;0.8;0;204;1;6;1;0;190
NGroup2NRawSlotNum5TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;2;5;3216;16;MCS2_0;1;0;204;1;6;1;0;190
NGroup4NRawSlotNum5TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;4;5;3216;16;MCS2_0;1;0;204;1;6;1;0;190
NGroup1NRawSlotNum1TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;1;1;536;32;MCS2_0;0;1;14590.3;14212.4;25145.4;228.1;20911.6;115.8
NGroup8NRawSlotNum5TCPSegmentSize3216IpCameraDataRate16Nsta10DataModeMCS2_0;10;8;5;3216;16;MCS2_0;1;0;204;1;6;1;0;190
NGroup2NRawSlotNum1TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;2;1;536;32;MCS2_0;48;1;6808.1;6135.4;12402.1;46.8;65709.3;512.6
NGroup4NRawSlotNum1TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;4;1;536;32;MCS2_0;51.4;1;3571.5;2736.4;5889.1;74.2;119360.5;752.5
NGroup8NRawSlotNum1TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;8;1;536;32;MCS2_0;1.4;1;2243.9;1319.5;2942.6;98.1;238002.2;864.1
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;1;2;536;32;MCS2_0;0;1;9971;9426;20854;73.8;20655.2;77.9
NGroup2NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;2;2;536;32;MCS2_0;54.1;1;5998.9;5172.4;11299.3;52.5;67546.2;521.6
NGroup4NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;4;2;536;32;MCS2_0;61.4;1;3705.8;2663.1;5511;138.7;143008.6;771.5
NGroup8NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;8;2;536;32;MCS2_0;24.3;1;2346.9;1307.8;2773.7;94.6;276062.7;873.6
NGroup1NRawSlotNum5TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;1;5;536;32;MCS2_0;0;1;8815.3;7141.9;16957.5;89.3;33739.3;215.1
NGroup2NRawSlotNum5TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;2;5;536;32;MCS2_0;58.9;1;5879.5;4168.3;9243.2;88.4;124589.5;613.6
NGroup4NRawSlotNum5TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;4;5;536;32;MCS2_0;61.3;1;3905.7;2287.4;4621.6;124.9;214478.9;822.6
NGroup8NRawSlotNum5TCPSegmentSize536IpCameraDataRate32Nsta10DataModeMCS2_0;10;8;5;536;32;MCS2_0;22.9;1;2447.7;1124.8;2319.3;77.9;349826.2;899.5
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta10DataModeMCS2_0;10;1;1;1072;32;MCS2_0;0;1;15618.3;15354;20965.5;288.6;23881.2;160.3
NGroup2NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta10DataModeMCS2_0;10;2;1;1072;32;MCS2_0;21.4;1;5520.2;4993.6;8616.9;20.6;59604.6;462.3
NGroup4NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta10DataModeMCS2_0;10;4;1;1072;32;MCS2_0;44.2;1;3349;2586.2;4411.3;70.1;121376.7;723.1
