Name;SensorMeasurementSize;NSta;NGroup;NRawSlotNum;TrafficInterval;APAlwaysSchedulesForNextSlot;ContentionPerRAWSlot;EDCAQueueLength;TCPConnected;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;DropTCPTxBufferExceeded;TotalDozeTime;NumberOfTCPRetransmissions;NumberOfTCPRetransmissionsFromAP;NumberOfAPScheduledPacketForNodeInNextSlot
SensorMeasurementSize54NGroup8NRawSlotNum10ContentionPerRAWSlot94TrafficInterval50000;54;950;8;10;50000;0;94;5.51263157894737,0.25,7,9,0,15;0.195789473684211,0,0,0,0,1;780.481052631579,223,1032,1111.75,1,1897;762.96947368421,216,1020.5,1100.75,1,1194;781.115789473684,230.25,1034.5,1116.75,3,1217;1.72,-1,2,3,-1,5;24631.3747368421,0,0,38599.5,0,646526;0,0,0,0,0,0;955895.073684211,953732,955806,958715,71,973393;4.11263157894737,0,7,7,0,12;0,0,0,0,0,0;7.65368421052632,4,7,12,0,17
SensorMeasurementSize154NGroup16NRawSlotNum10ContentionPerRAWSlot79TrafficInterval60000;154;800;16;10;60000;0;79;3.905,1,4,7,0,12;0.03375,0,0,0,0,1;453.90375,274,570,589,4,1067;447.06875,274,569,586,4,618;454.27375,286,574,592,10,624;-0.19625,-1,-1,1,-1,2;423.22375,0,0,0,0,99157;0,0,0,0,0,0;974714.29125,972047,974187,976570,968419,984621;1.89125,0,0,7,0,7;0,0,0,0,0,0;7.35875,4.75,6,12,0,19
SensorMeasurementSize54NGroup4NRawSlotNum10ContentionPerRAWSlot124TrafficInterval50000;54;1250;4;10;50000;0;124;9.768,8,11,12,0,17;0.7032,0,1,1,0,1;1408.3248,1107.75,1590.5,1739.5,2,2284;1381.42,1097.5,1562,1699,2,2261;1430.0776,1142.5,1611,1753,43,2291;4.2712,4,5,5,0,9;52247.1424,14762.5,41429.5,77559.5,0,411541;0,0,0,0,0,0;919808.7704,914590,917816.5,921310.5,906698,948784;5.9768,4,7,8,0,13;0,0,0,0,0,0;10.06,7,9,13,0,21
SensorMeasurementSize154NGroup12NRawSlotNum10ContentionPerRAWSlot74TrafficInterval60000;154;750;12;10;60000;0;74;4.13733333333333,0,3,8,0,12;0.056,0,0,0,0,1;564.433333333333,167.25,742,768.75,2,1414;555.577333333333,164.5,740,764,2,1387;564.2,175.25,748,772,8,1400;0.328,-1,-1,2,-1,2;918.868,0,0,0,0,476927;0,0,0,0,0,0;970007.196,967817,970070,972505,949839,981541;3.116,0,0,7,0,7;0,0,0,0,0,0;7.36666666666667,3,6,12,0,17
SensorMeasurementSize54NGroup1NRawSlotNum10ContentionPerRAWSlot114TrafficInterval60000;54;1150;1;10;60000;0;114;0.00260869565217391,0,0,0,0,1;0.9,1,1,1,0,1;8.63217391304348,4,7,12,0,64;8.44869565217391,4,6,12,0,33;42.8130434782609,39,44,50,5,73;0.485217391304348,0,0,0,-1,5;73.0330434782609,53,70,92,0,212;0,0,0,0,0,0;742231.289565217,803334.25,807020.5,811493,11035,855785;0.681739130434783,0,0,0,0,7;0,0,0,0,0,0;7.17826086956522,4,7,10,0,16
SensorMeasurementSize54NGroup12NRawSlotNum10ContentionPerRAWSlot149TrafficInterval30000;54;1500;12;10;30000;0;149;4.31666666666667,2,5,6,0,14;0.0366666666666667,0,0,0,0,1;612.255333333333,490.5,747,778,5,1041;592.84,481.75,726,758.25,5,824;614.524666666667,501.75,749,781,13,842;-0.428,-1,-1,-1,-1,5;4857.704,0,0,0,0,490941;0,0,0,0,0,0;960345.951333333,956605.75,960211,962733,950771,981766;0.896,0,0,0,0,11;0,0,0,0,0,0;6.71066666666667,0,6,12,0,18
SensorMeasurementSize54NGroup1NRawSlotNum5ContentionPerRAWSlot139TrafficInterval60000;54;700;1;5;60000;0;139;0.00142857142857143,0,0,0,0,1;1,1,1,1,1,1;7.17428571428571,2,5,11,0,30;7.02,2,5,11,0,27;44.4228571428571,39,43,49,35,64;0.00285714285714286,0,0,0,0,1;73.33,53,70,91.25,31,143;0,0,0,0,0,0;806690.341428571,794567,797734.5,822571,791085,832580;0,0,0,0,0,0;0,0,0,0,0,0;8.48857142857143,6,9,12,0,16
SensorMeasurementSize154NGroup2NRawSlotNum10ContentionPerRAWSlot114TrafficInterval60000;154;1150;2;10;60000;0;114;0.00608695652173913,0,0,0,0,1;1,1,1,1,1,1;16.1026086956522,5,12,21,0,149;15.8808695652174,5,12,21,0,145;54.5947826086957,42,51,61,35,193;0.00695652173913044,0,0,0,0,1;210,114.25,158,257.75,41,1839;0,0,0,0,0,0;870257.519130435,864012.25,866919,869354.25,860146,910045;0,0,0,0,0,0;0,0,0,0,0,0;7.81739130434783,3,7,12,1,17
SensorMeasurementSize54NGroup16NRawSlotNum5ContentionPerRAWSlot124TrafficInterval60000;54;625;16;5;60000;0;124;2.5568,0,0,3,0,18;0.1248,0,0,0,0,1;359.6176,161,399,553,16,716;355.3056,159,390,549,15,631;372.7728,175,416,565,29,652;0.0496,-1,-1,0,-1,5;79897.1376,0,0,154922,0,560649;0,0,0,0,0,0;968692.8464,964183,969315,972530,958399,979157;3.6144,0,4,7,0,13;0,0,0,0,0,0;9.3376,8,10,11,0,17
SensorMeasurementSize154NGroup16NRawSlotNum5ContentionPerRAWSlot134TrafficInterval60000;154;675;16;5;60000;0;134;2.55703703703704,0,0,5,0,14;0.0874074074074074,0,0,0,0,1;389.183703703704,223,431,563,12,728;383.426666666667,218.5,427,555,12,623;399.644444444444,239.5,442,573,20,647;-0.468148148148148,-1,-1,0,-3,2;100026.386666667,0,0,106234.5,0,740277;0,0,0,0,0,0;969368.311111111,965414,969225,972403.5,960912,979097;3.11111111111111,0,0,7,0,13;0,0,0,0,0,0;8.66518518518519,6,9,11,0,18
SensorMeasurementSize154NGroup4NRawSlotNum5ContentionPerRAWSlot144TrafficInterval60000;154;725;4;5;60000;0;144;0.00137931034482759,0,0,0,0,1;1,1,1,1,1,1;15.3820689655172,9,16,21,0,60;15.2027586206897,9,16,21,0,45;54.1655172413793,47,54,61,35,88;0.00551724137931034,0,0,0,0,1;242.768275862069,184,217,259,130,901;0,0,0,0,0,0;907033.96137931,900950,903235,906095,899053,928876;0,0,0,0,0,0;0,0,0,0,0,0;14.7324137931034,14,15,15,14,17
SensorMeasurementSize54NGroup4NRawSlotNum10ContentionPerRAWSlot94TrafficInterval30000;54;950;4;10;30000;0;94;12.0052631578947,11,12,13,0,17;0.0442105263157895,0,0,0,0,1;2018.86947368421,2130.25,2210.5,2264,26,2862;1997.21157894737,2112,2191.5,2247,21,2426;2025.71263157895,2138.25,2217,2269,36,2445;4.68105263157895,4,5,5,0,14;58996.2221052632,9944.5,36773,80150,0,733626;0,0,0,0,0,0;921164.857894737,916673.5,919623,922410,902831,948898;8.36631578947368,7,8,9,0,13;0,0,0,0,0,0;5.63473684210526,4,5,7,0,38
SensorMeasurementSize54NGroup16NRawSlotNum10ContentionPerRAWSlot84TrafficInterval60000;54;850;16;10;60000;0;84;3.90470588235294,0,2,8,0,17;0.0729411764705882,0,0,0,0,1;409.585882352941,187.5,537.5,574,7,1171;396.467058823529,185.5,523,567.75,7,610;411.223529411765,194.5,543.5,578,15,620;0.434117647058824,-1,-1,3,-1,5;19803.2752941176,0,0,0,0,658983;0,0,0,0,0,0;970508.249411765,966981.75,971215,974625,955640,984805;1.99176470588235,0,0,7,0,13;0,0,0,0,0,0;9.01529411764706,6,12,12,0,22
SensorMeasurementSize154NGroup16NRawSlotNum5ContentionPerRAWSlot124TrafficInterval60000;154;625;16;5;60000;0;124;2.7024,0,0,5,0,15;0.0848,0,0,0,0,1;371.9136,208,384,555,12,690;365.9504,207,378,547,12,610;383.2432,221,394,564,28,629;-0.4336,-1,-1,0,-1,2;100156.2976,0,0,161722,0,738555;0,0,0,0,0,0;968685.032,964183,969315,972530,957654,979157;3.4304,0,1,7,0,13;0,0,0,0,0,0;8.2736,6,9,11,0,18
SensorMeasurementSize54NGroup16NRawSlotNum10ContentionPerRAWSlot139TrafficInterval40000;54;1400;16;10;40000;0;139;4.44214285714286,2,5,6,0,15;0.0342857142857143,0,0,0,0,1;473.146428571429,461.75,576,592,7,1035;463.742142857143,452.5,566,588,7,626;475.413571428571,467,579,595.25,15,639;-0.347142857142857,-1,-1,-1,-1,5;4418.37285714286,0,0,0,0,658722;0,0,0,0,0,0;967637.454285714,962362.75,965337,974626,956888,984897;0.878571428571429,0,0,0,0,9;0,0,0,0,0,0;6.29785714285714,0,6,12,0,18
SensorMeasurementSize54NGroup12NRawSlotNum10ContentionPerRAWSlot79TrafficInterval60000;54;800;12;10;60000;0;79;4.5275,0,3.5,9,0,16;0.10125,0,0,0,0,1;476.01125,155,642,740,14,1242;462.44875,153.75,626,728,14,802;478.3275,163,647,746,25,814;1.1575,-1,1,3,-1,5;36449.11625,0,0,40270.25,0,665023;0,0,0,0,0,0;969991.90625,967250.5,969352,972316.5,961571,981346;3.305,0,0,7,0,13;0,0,0,0,0,0;8.7225,5,11,12,0,18
SensorMeasurementSize54NGroup4NRawSlotNum5ContentionPerRAWSlot144TrafficInterval60000;54;725;4;5;60000;0;144;0,0,0,0,0,0;1,1,1,1,1,1;13.9034482758621,9,16,19,0,58;13.7434482758621,8,16,19,0,33;52.4510344827586,46,54,58,35,77;0.00413793103448276,0,0,0,0,1;204.235862068966,175,203,229,129,491;0,0,0,0,0,0;907203.846896552,901129,903415,906274,899253,929025;0,0,0,0,0,0;0,0,0,0,0,0;14.7489655172414,14,15,15,14,17
SensorMeasurementSize54NGroup4NRawSlotNum10ContentionPerRAWSlot139TrafficInterval60000;54;1400;4;10;60000;0;139;0,0,0,0,0,0;0,0,0,0,0,0;6.36785714285714,4,6,8,0,121;6.06714285714286,3.75,6,8,0,17;9.08857142857143,6,9,12,2,23;-6;0,0,0,0,0,0;0,0,0,0,0,0;961416.899285714,955515,964030,969224,71,973722;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0
SensorMeasurementSize54NGroup2NRawSlotNum5ContentionPerRAWSlot144TrafficInterval60000;54;725;2;5;60000;0;144;0,0,0,0,0,0;1,1,1,1,1,1;10.2910344827586,3,10,16,0,51;10.1048275862069,3,10,16,0,30;47.831724137931,40,48,54,35,71;0.00137931034482759,0,0,0,0,1;123.925517241379,94,125,146,34,278;0,0,0,0,0,0;885267.815172414,878637,882075,884757,876263,906466;0,0,0,0,0,0;0,0,0,0,0,0;9.21241379310345,6,10,13,0,16
SensorMeasurementSize54NGroup8NRawSlotNum5ContentionPerRAWSlot144TrafficInterval60000;54;725;8;5;60000;0;144;0.0110344827586207,0,0,0,0,1;1,1,1,1,1,1;26.0896551724138,18,23,32,1,448;25.2358620689655,18,22,31,1,102;65.0551724137931,56,63,72,36,145;0.0124137931034483,0,0,0,0,1;762.222068965517,424,571,928,308,4765;0,0,0,0,0,0;944896.27862069,939944,942372,949532,938126,961853;0,0,0,0,0,0;0,0,0,0,0,0;15.1944827586207,15,15,16,14,17
SensorMeasurementSize154NGroup2NRawSlotNum5ContentionPerRAWSlot144TrafficInterval60000;154;725;2;5;60000;0;144;0.00137931034482759,0,0,0,0,1;1,1,1,1,1,1;10.5558620689655,3,10,16,0,51;10.3779310344828,3,10,16,0,34;48.0744827586207,40,48,54,35,77;0.00137931034482759,0,0,0,0,1;132.906206896552,101,129,158,40,335;0,0,0,0,0,0;884306.384827586,877619,881036,883731,875222,905787;0,0,0,0,0,0;0,0,0,0,0,0;8.71586206896552,5,9,12,0,16
SensorMeasurementSize154NGroup8NRawSlotNum5ContentionPerRAWSlot144TrafficInterval50000;154;725;8;5;50000;0;144;8.03724137931034,7,8,10,0,14;0.493793103448276,0,0,1,0,1;878.413793103448,849,990,1058,11,1524;869.307586206897,841,979,1049,11,1175;893.193103448276,865,1004,1070,52,1185;0.59448275862069,0,0,1,-4,5;214217.816551724,85030,176793,310573,0,850137;0,0,0,0,0,0;944236.303448276,939567,941832,949175,932354,961730;8.12965517241379,7,8,10,0,14;0,0,0,0,0,0;6.82206896551724,4,6,8,0,23
SensorMeasurementSize54NGroup1NRawSlotNum10ContentionPerRAWSlot134TrafficInterval60000;54;1350;1;10;60000;0;134;0,0,0,0,0,0;0,0,0,0,0,0;4.94592592592593,3,5,6,0,30;4.86740740740741,3,5,6,0,15;7.52814814814815,5,7,9,2,21;-6;0,0,0,0,0,0;0,0,0,0,0,0;892818.097037037,889442,893138,897457.75,143,900807;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0
SensorMeasurementSize154NGroup1NRawSlotNum10ContentionPerRAWSlot134TrafficInterval60000;154;1350;1;10;60000;0;134;0,0,0,0,0,0;0,0,0,0,0,0;4.94592592592593,3,5,6,0,30;4.86740740740741,3,5,6,0,15;7.52814814814815,5,7,9,2,21;-6;0,0,0,0,0,0;0,0,0,0,0,0;892818.097037037,889442,893138,897457.75,143,900807;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0
SensorMeasurementSize154NGroup2NRawSlotNum10ContentionPerRAWSlot129TrafficInterval60000;154;1300;2;10;60000;0;129;0.00153846153846154,0,0,0,0,1;1,1,1,1,1,1;18.8284615384615,6,15,25,0,128;18.5507692307692,6,14,25,0,126;57.4707692307692,44,53,65,35,174;0.00153846153846154,0,0,0,0,1;226.556153846154,119,163.5,272.25,41,1643;0,0,0,0,0,0;863024.266923077,856601.75,859408,862680.75,852121,907153;0,0,0,0,0,0;0,0,0,0,0,0;7.68846153846154,3,7,12,1,17
SensorMeasurementSize54NGroup1NRawSlotNum5ContentionPerRAWSlot144TrafficInterval60000;54;725;1;5;60000;0;144;0,0,0,0,0,0;1,1,1,1,1,1;7.74068965517241,3,6,12,0,38;7.63310344827586,3,6,12,0,24;44.9558620689655,39,44,50,35,69;0,0,0,0,0,0;75.008275862069,53,70,93,30,182;0,0,0,0,0,0;807814.950344828,795893,799023,823752,791818,833609;0,0,0,0,0,0;0,0,0,0,0,0;8.31862068965517,5,8,12,0,16
SensorMeasurementSize154NGroup8NRawSlotNum5ContentionPerRAWSlot134TrafficInterval60000;154;675;8;5;60000;0;134;1.50074074074074,0,0,1,0,9;0.973333333333333,1,1,1,0,1;180.140740740741,49,77,205,11,741;178.762962962963,48.5,76,204,7,711;217.625185185185,91,120,244.5,46,728;0.539259259259259,0,0,1,0,4;10884.1303703704,1942.5,3381,7798.5,383,128470;0,0,0,0,0,0;946761.534814815,941125,945401,949589,938486,961972;1.00444444444444,0,0,0,0,8;0,0,0,0,0,0;13.8444444444444,14,15,15,5,17
SensorMeasurementSize54NGroup4NRawSlotNum10ContentionPerRAWSlot144TrafficInterval60000;54;1450;4;10;60000;0;144;0,0,0,0,0,0;0,0,0,0,0,0;4.44827586206897,2,4,6,0,113;4.23034482758621,2,4,6,0,15;6.64344827586207,4,6,8,2,20;-6;0,0,0,0,0,0;0,0,0,0,0,0;963008.696551724,961109.25,966304,969101,71,973620;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0
SensorMeasurementSize54NGroup4NRawSlotNum10ContentionPerRAWSlot114TrafficInterval60000;54;1150;4;10;60000;0;114;0.0130434782608696,0,0,0,0,1;1,1,1,1,1,1;39.0008695652174,17,31.5,54,1,193;38.5521739130435,17,31,54,0,193;81.2739130434783,56,74,100,35,246;0.00869565217391304,0,0,0,0,1;791.714782608696,270.25,549,1089,136,4437;0,0,0,0,0,0;920208.279130435,914601.75,918105,921946,909939,948805;0,0,0,0,0,0;0,0,0,0,0,0;15.6095652173913,15,16,16,14,17
SensorMeasurementSize54NGroup4NRawSlotNum10ContentionPerRAWSlot109TrafficInterval10000;54;1100;4;10;10000;0;109;5.92545454545455,3,5.5,9,0,14;0.00909090909090909,0,0,0,0,1;2106.75727272727,2246,2364,2384,12,4617;2078.37272727273,2234,2351,2378,12,2411;2094.24454545455,2248.75,2369.5,2387,17,2419;0.414545454545455,-1,-1,1,-2,5;2509.15454545455,0,0,0,0,413339;0,0,0,0,0,0;918088.321818182,910394.5,917850.5,922028.75,892660,948774;2.46727272727273,0,0,7,0,10;0,0,0,0,0,0;4.68272727272727,3,6,6,0,99
SensorMeasurementSize154NGroup4NRawSlotNum10ContentionPerRAWSlot144TrafficInterval60000;154;1450;4;10;60000;0;144;0,0,0,0,0,0;0,0,0,0,0,0;4.44827586206897,2,4,6,0,113;4.23034482758621,2,4,6,0,15;6.64344827586207,4,6,8,2,20;-6;0,0,0,0,0,0;0,0,0,0,0,0;963008.696551724,961109.25,966304,969101,71,973620;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0
SensorMeasurementSize154NGroup1NRawSlotNum5ContentionPerRAWSlot144TrafficInterval60000;154;725;1;5;60000;0;144;0,0,0,0,0,0;1,1,1,1,1,1;7.85793103448276,3,6,12,0,38;7.75586206896552,3,6,12,0,31;45.0772413793103,39,44,50,35,68;0,0,0,0,0,0;77.7448275862069,55,74,95,33,214;0,0,0,0,0,0;806751.267586207,794709,797803,822824,790602,832812;0,0,0,0,0,0;0,0,0,0,0,0;8.30758620689655,5,8,12,0,16
SensorMeasurementSize54NGroup2NRawSlotNum10ContentionPerRAWSlot119TrafficInterval60000;54;1200;2;10;60000;0;119;0.00333333333333333,0,0,0,0,1;1,1,1,1,1,1;12.8866666666667,4,11,18,0,100;12.7466666666667,4,11,17.25,0,100;51.0166666666667,42,49,57,35,142;0.00333333333333333,0,0,0,0,1;169.8125,115,149,194.25,44,1164;0,0,0,0,0,0;888056.17,882765.5,885446.5,888352,879588,919878;0,0,0,0,0,0;0,0,0,0,0,0;7.095,4,7,10,0,17
SensorMeasurementSize154NGroup16NRawSlotNum5ContentionPerRAWSlot149TrafficInterval60000;154;750;16;5;60000;0;149;2.396,0,0,5,0,13;0.084,0,0,0,0,1;410.821333333333,221.25,507.5,579,12,868;405.688,220.25,503,572,12,640;419.082666666667,229.25,515.5,586,20,667;-0.505333333333333,-1,-1,-1,-3,2;76662.7213333333,0,0,0,0,861208;0,0,0,0,0,0;967600.629333333,964473,967267,971906,956572,979034;2.37066666666667,0,0,7,0,13;0,0,0,0,0,0;9.35066666666667,6,10,12,0,20
SensorMeasurementSize154NGroup8NRawSlotNum10ContentionPerRAWSlot64TrafficInterval60000;154;650;8;10;60000;0;64;7.90461538461538,8,8,8,0,11;0.0215384615384615,0,0,0,0,1;922.427692307692,951.25,997.5,1038,1,1461;920.463076923077,951,996,1036.75,1,1129;931.984615384615,963,1007,1046,18,1139;1.96307692307692,2,2,2,0,3;19598.7553846154,0,10603.5,29586.25,0,137417;0,0,0,0,0,0;957126.924615385,953156,955693.5,960799,946609,975590;6.92,7,7,7,0,9;0,0,0,0,0,0;2.93846153846154,2,3,3,0,17
SensorMeasurementSize154NGroup8NRawSlotNum10ContentionPerRAWSlot89TrafficInterval50000;154;900;8;10;50000;0;89;5.67222222222222,1,8,8,0,10;0.0388888888888889,0,0,0,0,1;978.572222222222,1026,1116,1142,4,2139;967.673333333333,1025,1112,1140,4,1207;975.701111111111,1033.75,1121,1147,11,1216;0.902222222222222,-1,2,2,-1,2;375.56,0,0,0,0,119222;0,0,0,0,0,0;956470.443333333,952031,955944,958824.5,945382,973403;4.63222222222222,0,7,7,0,9;0,0,0,0,0,0;5.41,1,6,9,0,20
SensorMeasurementSize154NGroup2NRawSlotNum10ContentionPerRAWSlot119TrafficInterval60000;154;1200;2;10;60000;0;119;0.00333333333333333,0,0,0,0,1;1,1,1,1,1,1;16.7841666666667,4,12,21,0,189;16.5508333333333,4,12,21,0,189;55.3808333333333,42,50,61,35,239;0.00333333333333333,0,0,0,0,1;219.096666666667,115,156.5,247.5,42,2217;0,0,0,0,0,0;868559.68,862309.5,864998,867890,858725,909515;0,0,0,0,0,0;0,0,0,0,0,0;7.735,3,7,12,1,17
SensorMeasurementSize54NGroup16NRawSlotNum10ContentionPerRAWSlot114TrafficInterval50000;54;1150;16;10;50000;0;114;4.0704347826087,0,4,6,0,18;0.0417391304347826,0,0,0,0,1;466.548695652174,352.25,570,593,4,952;454.489565217391,335.75,559.5,588,4,620;469.30347826087,356.25,574,596,6,643;-0.176521739130435,-1,-1,-1,-1,5;12188.8860869565,0,0,0,0,593563;0,0,0,0,0,0;970496.927826087,967437,970667.5,974461,71,984642;1.16608695652174,0,0,0,0,11;0,0,0,0,0,0;7.96434782608696,6,6,12,0,29
SensorMeasurementSize154NGroup4NRawSlotNum10ContentionPerRAWSlot94TrafficInterval30000;154;950;4;10;30000;0;94;8.24842105263158,8,8,8,0,12;0.00421052631578947,0,0,0,0,1;2070.05368421053,2251.25,2294,2321,6,4430;2060.47263157895,2247.25,2291,2318,3,2424;2071.12526315789,2257.25,2300,2327,16,2437;2.15157894736842,2,2,2,-1,5;9671.59578947368,0,0,8784.75,0,198999;0,0,0,0,0,0;921173.342105263,916742,919633,922428.25,906407,948898;7.00842105263158,7,7,7,0,9;0,0,0,0,0,0;2.80947368421053,1,2,4,0,33
SensorMeasurementSize54NGroup2NRawSlotNum5ContentionPerRAWSlot149TrafficInterval60000;54;750;2;5;60000;0;149;0,0,0,0,0,0;1,1,1,1,1,1;10.5693333333333,5,10,16,0,31;10.4626666666667,5,10,16,0,30;48.3106666666667,42,48,54,35,71;0.004,0,0,0,0,1;120.932,94.25,121,146,37,254;0,0,0,0,0,0;885283.398666667,879707,882302,884304,877487,906239;0,0,0,0,0,0;0,0,0,0,0,0;9.416,6,10,13,0,16
SensorMeasurementSize154NGroup4NRawSlotNum10ContentionPerRAWSlot149TrafficInterval60000;154;1500;4;10;60000;0;149;0,0,0,0,0,0;0,0,0,0,0,0;5.58733333333333,3,5,7,0,95;5.28533333333333,3,5,7,0,21;8.032,5,7,11,2,27;-6;0,0,0,0,0,0;0,0,0,0,0,0;961891.59,958538,962134,969224,71,973722;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0
SensorMeasurementSize154NGroup16NRawSlotNum10ContentionPerRAWSlot114TrafficInterval50000;154;1150;16;10;50000;0;114;4.47130434782609,2,5,6,0,13;0.0382608695652174,0,0,0,0,1;498.052173913043,544.5,588,601,4,1025;493.087826086957,538,587,600,4,626;498.594782608696,546,591,604,6,634;-0.507826086956522,-1,-1,-1,-1,2;150.346086956522,0,0,0,0,131926;0,0,0,0,0,0;970507.689565217,967440.5,970663,974514,71,984642;1.09565217391304,0,0,0,0,7;0,0,0,0,0,0;5.96173913043478,0,6,12,0,26
SensorMeasurementSize154NGroup4NRawSlotNum5ContentionPerRAWSlot149TrafficInterval60000;154;750;4;5;60000;0;149;0,0,0,0,0,0;1,1,1,1,1,1;17.1893333333333,11,18,22,0,101;16.868,11,17,22,0,52;56.0626666666667,49,56,63,35,96;0.004,0,0,0,0,1;263.453333333333,184,225,281,128,974;0,0,0,0,0,0;904984.234666667,898464.25,902274,905117,895682,928234;0,0,0,0,0,0;0,0,0,0,0,0;14.768,14,15,15,14,17
SensorMeasurementSize154NGroup8NRawSlotNum10ContentionPerRAWSlot114TrafficInterval50000;154;1150;8;10;50000;0;114;4.45739130434783,1,5,8,0,15;0.0260869565217391,0,0,0,0,1;891.877391304348,448.25,1140,1166.75,3,2116;882.233913043478,440.5,1137,1162,3,1220;889.320869565217,449,1143.5,1169,9,1231;0.122608695652174,-1,-1,2,-1,2;427.609565217391,0,0,0,0,212356;0,0,0,0,0,0;954312.170434783,950084,953285,957374.5,941688,973249;2.68521739130435,0,0,7,0,8;0,0,0,0,0,0;6.66,2,6,12,0,24
SensorMeasurementSize154NGroup2NRawSlotNum5ContentionPerRAWSlot149TrafficInterval60000;154;750;2;5;60000;0;149;0,0,0,0,0,0;1,1,1,1,1,1;10.7826666666667,4,10,16,0,30;10.6866666666667,4,10,16,0,30;48.5093333333333,42,48,54,35,71;0.004,0,0,0,0,1;128.361333333333,100,127,152,38,355;0,0,0,0,0,0;884655.806666667,879048,881643,883589,876764,905821;0,0,0,0,0,0;0,0,0,0,0,0;8.98933333333333,7,9,12,0,16
SensorMeasurementSize54NGroup4NRawSlotNum5ContentionPerRAWSlot149TrafficInterval60000;54;750;4;5;60000;0;149;0,0,0,0,0,0;1,1,1,1,1,1;14.912,10,16,19,0,101;14.616,9,16,19,0,33;53.3626666666667,48,54,59.75,35,77;0.004,0,0,0,0,1;206.289333333333,171,201,230,126,448;0,0,0,0,0,0;905460.304,898986,902781,905611,896180,928573;0,0,0,0,0,0;0,0,0,0,0,0;14.7853333333333,14,15,15,14,17
SensorMeasurementSize54NGroup8NRawSlotNum5ContentionPerRAWSlot149TrafficInterval60000;54;750;8;5;60000;0;149;0.00933333333333333,0,0,0,0,1;1,1,1,1,1,1;27.944,19,25,35,0,89;27.5133333333333,19,24,35,0,88;67.3066666666667,58,65,74,35,134;0.0146666666666667,0,0,0,0,1;886.486666666667,445.25,660,1139.75,311,3599;0,0,0,0,0,0;947720.653333333,943790,945931,949128,941197,961670;0,0,0,0,0,0;0,0,0,0,0,0;15.2706666666667,15,15,16,14,17
SensorMeasurementSize54NGroup16NRawSlotNum5ContentionPerRAWSlot144TrafficInterval60000;54;725;16;5;60000;0;144;1.75172413793103,0,0,1,0,16;0.121379310344828,0,0,0,0,1;327.748965517241,126,335,529,12,645;324.001379310345,123,332,522,12,625;340.326896551724,143,352,543,25,648;-0.253793103448276,-1,-1,-1,-2,5;56312.0482758621,0,0,30394,0,792922;0,0,0,0,0,0;967661.575172414,964011,966775,972023,959996,979082;2.38896551724138,0,0,7,0,13;0,0,0,0,0,0;9.78206896551724,8,10,11,0,19
SensorMeasurementSize54NGroup12NRawSlotNum5ContentionPerRAWSlot124TrafficInterval60000;54;625;12;5;60000;0;124;3.8272,0,2,5,0,22;0.3264,0,0,1,0,1;443.6832,99,608,690,13,798;439.3904,97,600,686,13,797;464.2464,132,624,705,38,813;0.6944,-1,0,1,-1,6;98146.3216,1685,36181,148718,0,782554;0,0,0,0,0,0;963760.5504,960768,962898,965418,955654,973828;5.04,0,7,7,0,14;0,0,0,0,0,0;9.7472,7,9,13,0,19
SensorMeasurementSize54NGroup12NRawSlotNum5ContentionPerRAWSlot139TrafficInterval60000;54;700;12;5;60000;0;139;2.98285714285714,0,0,4,0,17;0.127142857142857,0,0,0,0,1;472.061428571429,158.75,605,718,14,829;467.262857142857,154.25,601,712,14,812;487.194285714286,174.5,625,732,32,835;0.302857142857143,-1,-1,0,-3,5;88569.5742857143,0,40103,157857.75,0,590528;0,0,0,0,0,0;961267.382857143,956726.75,961914,965109,951804,973766;4.89,0,7,7,0,13;0,0,0,0,0,0;8.96285714285714,8,9,11,0,18
SensorMeasurementSize154NGroup1NRawSlotNum5ContentionPerRAWSlot149TrafficInterval60000;154;750;1;5;60000;0;149;0,0,0,0,0,0;1,1,1,1,1,1;8.31866666666667,3,6,13,0,38;8.09733333333333,3,6,12,0,27;45.512,40,44,51,35,67;0,0,0,0,0,0;76.3733333333333,54,73,95,33,156;0,0,0,0,0,0;805974.344,794081.5,797420,822206,788456,832467;0,0,0,0,0,0;0,0,0,0,0,0;8.11333333333333,5,8,11,0,15
SensorMeasurementSize154NGroup12NRawSlotNum10ContentionPerRAWSlot124TrafficInterval40000;154;1250;12;10;40000;0;124;4.9848,4,5,6,0,12;0.0208,0,0,0,0,1;686.7984,766,783,796,3,1486;680.7176,765,783,794.75,3,822;686.0016,770,787,799,5,835;-0.512,-1,-1,-1,-1,2;82.796,0,0,0,0,94165;0,0,0,0,0,0;963634.6328,960430,966308,969358,71,981438;1.1592,0,0,0,0,7;0,0,0,0,0,0;4.6416,0,6,6,0,29
