Name;SensorMeasurementSize;NSta;NGroup;NRawSlotNum;TrafficInterval;APAlwaysSchedulesForNextSlot;ContentionPerRAWSlot;EDCAQueueLength;TCPConnected;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;DropTCPTxBufferExceeded;TotalDozeTime;NumberOfTCPRetransmissions;NumberOfTCPRetransmissionsFromAP;NumberOfAPScheduledPacketForNodeInNextSlot
SensorMeasurementSize54NGroup8NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;54;10;8;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;27.7,1,21,45.5,0,75;27.1,1,21,41.75,0,75;229.3,204,224,244.75,201,276;0,0,0,0,0,0;375.3,330,387.5,414.75,315,430;0,0,0,0,0,0;907683,904306.5,908236,910368.5,903053,912232;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize154NGroup16NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;154;10;16;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;39.1,1.5,31,73.75,1,93;38.9,1.5,30.5,73,1,93;241.3,204,235,275.5,203,294;0.1,0,0,0,0,1;764.8,738.5,750,753.5,727,851;0,0,0,0,0,0;937286.2,936331.5,937681,938873.75,933884,939207;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize54NGroup2NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;54;10;2;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;17.2,0.25,1,31,0,66;17.2,0.25,1,31,0,66;220,203.25,204,234,201,269;0,0,0,0,0,0;101,94.75,104.5,107.75,80,112;0,0,0,0,0,0;876120.5,874714,874955.5,875422.75,873351,882134;0,0,0,0,0,0;0,0,0,0,0,0;76.8,65.25,97.5,98,3,98
SensorMeasurementSize54NGroup4NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;54;10;4;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;25.8,0.25,13.5,56,0,68;25.8,0.25,13.5,56,0,68;228.2,203,215.5,259,201,271;0,0,0,0,0,0;185.4,151.25,208,209,127,215;0,0,0,0,0,0;894571.3,890405.5,894765.5,898445.25,889576,899954;0,0,0,0,0,0;0,0,0,0,0,0;97.7,97.25,98,98,97,98
SensorMeasurementSize154NGroup8NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;154;10;8;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;29.4,2.25,25.5,45.5,0,78;28.8,2.25,25.5,41.75,0,78;231,205.25,228.5,244.75,201,279;0,0,0,0,0,0;378.7,331.5,392.5,416.75,320,433;0,0,0,0,0,0;907761,904477.75,908333.5,910393,903150,912232;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize154NGroup4NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;154;10;4;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;26.4,0.25,13.5,56,0,71;26.4,0.25,13.5,56,0,71;228.8,203,215.5,259,201,274;0,0,0,0,0,0;187.5,154,209,211,128,216;0,0,0,0,0,0;894571.3,890405.5,894765.5,898445.25,889576,899954;0,0,0,0,0,0;0,0,0,0,0,0;97.7,97.25,98,98,97,98
SensorMeasurementSize154NGroup2NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;154;10;2;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;18,0.25,1,31,0,68;18,0.25,1,31,0,68;220.8,203.25,204,234,201,271;0,0,0,0,0,0;102.6,96.5,106,108.75,81,114;0,0,0,0,0,0;876120.5,874714,874955.5,875398.5,873351,882134;0,0,0,0,0,0;0,0,0,0,0,0;76.8,65.25,97.5,98,3,98
SensorMeasurementSize54NGroup12NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;54;10;12;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;48.4,27,46,63.25,0,100;48.4,27,46,63.25,0,100;251.8,228.5,249.5,266.25,203,306;0,0,0,0,0,0;586.8,541.75,605.5,625.5,511,635;0,0,0,0,0,0;932973.2,930074,934271,935820.5,927727,936800;0,0,0,0,0,0;0,0,0,0,0,0;97.7,97.25,98,98,97,98
SensorMeasurementSize54NGroup16NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;54;10;16;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;39.3,1.5,31,74,1,94;39.1,1.5,30.5,73.25,1,94;241.5,204,235,275.75,203,295;0.1,0,0,0,0,1;762.7,736.75,748,750.5,724,849;0,0,0,0,0,0;937286.2,936331.5,937681,938873.75,933884,939207;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize54NGroup16NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;54;15;16;1;10000;0;14;0.0666666666666667,0,0,0,0,1;1,1,1,1,1,1;58.2,30.5,60,89,4,97;57.1333333333333,29,60,87.5,4,93;260.066666666667,232.5,264,291.5,205,294;0.0666666666666667,0,0,0,0,1;741,730,737,757,720,761;0,0,0,0,0,0;932328.4,931930,932442,932852,931428,932954;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize154NGroup1NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;154;10;1;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;5.5,0,1,1,0,50;5.5,0,1,1,0,50;207.7,202.25,203.5,204,201,251;0,0,0,0,0,0;55.3,54,55.5,56,53,59;0,0,0,0,0,0;811040.5,809793,810394,810509,809054,819033;0,0,0,0,0,0;0,0,0,0,0,0;92.8,97,98,98,49,98
SensorMeasurementSize54NGroup1NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;54;10;1;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;5.5,0,1,1,0,50;5.5,0,1,1,0,50;207.7,202.25,203.5,204,201,251;0,0,0,0,0,0;54.1,53,54,55,52,57;0,0,0,0,0,0;811040.5,809793,810394,810509,809054,819033;0,0,0,0,0,0;0,0,0,0,0,0;92.8,97,98,98,49,98
SensorMeasurementSize154NGroup12NRawSlotNum1ContentionPerRAWSlot9TrafficInterval10000;154;10;12;1;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;50.7,31.5,51.5,63.25,0,100;50.5,31.5,51.5,63.25,0,98;253.7,233,255,265.5,203,304;0,0,0,0,0,0;590.3,551.25,607.5,628.5,514,639;0,0,0,0,0,0;932973.2,930074,934271,935820.5,927727,936800;0,0,0,0,0,0;0,0,0,0,0,0;97.7,97.25,98,98,97,98
SensorMeasurementSize54NGroup8NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;54;20;8;2;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;63.75,35.25,70.5,96,0,102;63.45,35.25,70.5,96,0,102;278.55,236.75,291.5,310.25,201,351;0,0,0,0,0,0;381.65,372.75,376,384.5,357,434;0,0,0,0,0,0;937404.8,933826,936020.5,940972,931521,943378;0,0,0,0,0,0;0,0,0,0,0,0;97.45,97,97,98,97,98
SensorMeasurementSize54NGroup8NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;54;15;8;1;10000;0;14;0.133333333333333,0,0,0,0,1;1,1,1,1,1,1;44.2,1.5,40,73.5,0,106;43.6666666666667,1.5,40,73,0,104;246.6,203.5,242,277,202,308;0.0666666666666667,0,0,0,0,1;357.333333333333,326.5,335,405,317,432;0,0,0,0,0,0;900452.266666667,897481.5,901941,903051,895037,904416;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize54NGroup4NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;54;15;4;1;10000;0;14;0.0666666666666667,0,0,0,0,1;1,1,1,1,1,1;21.8,0.5,2,24,0,103;21.8,0.5,2,24,0,103;224.266666666667,203,204,227.5,201,306;0,0,0,0,0,0;175.4,131.5,187,208.5,121,215;0,0,0,0,0,0;865045.333333333,860914,863810,869412,859871,870840;0,0,0,0,0,0;0,0,0,0,0,0;97.6666666666667,97,98,98,97,98
SensorMeasurementSize154NGroup16NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;154;20;16;2;10000;0;9;0.1,0,0,0,0,1;1,1,1,1,1,1;75,66.75,95.5,100.25,1,105;74.35,66,95,100,1,105;289.85,271,298.5,318.25,202,358;0.2,0,0,0,0,1;786.25,775.75,785.5,796,764,810;0,0,0,0,0,0;958259.45,955034,958250.5,961457,954473,961866;0,0,0,0,0,0;0,0,0,0,0,0;97.5,97,97.5,98,97,98
SensorMeasurementSize154NGroup4NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;154;20;4;2;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;33.9,1,10.5,68.25,0,101;33.9,1,10.5,68.25,0,101;247.15,204,243.5,279.25,202,317;0,0,0,0,0,0;195.65,171.75,174.5,206.25,166,267;0,0,0,0,0,0;892302.9,885226,892409.5,901119.25,880424,902081;0,0,0,0,0,0;0,0,0,0,0,0;97.65,97,98,98,97,98
SensorMeasurementSize154NGroup8NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;154;20;8;2;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;64.4,41.5,68,94.5,0,105;64,41.5,68,93.75,0,105;279.15,244,292,308.25,201,351;0,0,0,0,0,0;385.3,376.75,380,387.25,359,436;0,0,0,0,0,0;937453.45,933885,936074.5,941021,931521,943427;0,0,0,0,0,0;0,0,0,0,0,0;97.45,97,97,98,97,98
SensorMeasurementSize154NGroup8NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;154;20;8;1;10000;0;19;0.05,0,0,0,0,1;1,1,1,1,1,1;42.45,10.75,49.5,65.5,1,82;42.35,10,49,65.5,1,82;245.55,213,252.5,268.25,203,285;0,0,0,0,0,0;336.5,330,334,336.5,317,415;0,0,0,0,0,0;879975.45,878396.75,880666,881945,875549,882047;0,0,0,0,0,0;0,0,0,0,0,0;97.65,97,98,98,97,98
SensorMeasurementSize154NGroup12NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;154;20;12;2;10000;0;9;0.15,0,0,0,0,1;1,1,1,1,1,1;58.5,13.75,65,99,0,102;58.45,13,65,99,0,102;267.6,215,276.5,303.5,201,338;0,0,0,0,0,0;609.05,585.75,593.5,633.25,569,691;0,0,0,0,0,0;952723.15,949064.25,952758,956220.75,946790,957994;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize54NGroup12NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;54;20;12;2;10000;0;9;0.15,0,0,0,0,1;1,1,1,1,1,1;58.4,14.25,59.5,98.5,0,104;58.4,14.25,59.5,98.5,0,104;267.4,215.75,278.5,302.25,201,341;0,0,0,0,0,0;606.1,581,591,631,567,688;0,0,0,0,0,0;952676.85,949005.25,952703.5,956171.75,946731,957945;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize54NGroup12NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;54;20;12;1;10000;0;19;0.1,0,0,0,0,1;1,1,1,1,1,1;50.7,14,63.5,81,1,98;50.15,10.75,63.5,80.75,1,97;253.4,216.75,267.5,283.25,204,299;0,0,0,0,0,0;539.5,526,537.5,546.5,510,608;0,0,0,0,0,0;917917.35,918298,918800,919443.75,911468,919711;0,0,0,0,0,0;0,0,0,0,0,0;97.55,97,98,98,97,98
SensorMeasurementSize154NGroup1NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;154;15;1;1;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;10.6666666666667,0.5,1,1.5,0,86;10.6666666666667,0.5,1,1.5,0,86;213.133333333333,202.5,203,204.5,202,289;0,0,0,0,0,0;56.0666666666667,54,55,57,54,62;0,0,0,0,0,0;784450.866666667,783459,784291,784383,782997,788726;0,0,0,0,0,0;0,0,0,0,0,0;88.6666666666667,91.5,98,98,25,98
SensorMeasurementSize54NGroup4NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;54;20;4;2;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;33.95,1,11,68,0,101;33.95,1,11,68,0,101;247.8,204,244.5,280,202,320;0,0,0,0,0,0;192.4,166.75,171.5,202.25,161,264;0,0,0,0,0,0;892113.95,885048,892193.5,900959.75,880188,901885;0,0,0,0,0,0;0,0,0,0,0,0;97.65,97,98,98,97,98
SensorMeasurementSize154NGroup12NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;154;15;12;1;10000;0;14;0.133333333333333,0,0,0,0,1;1,1,1,1,1,1;45.7333333333333,27.5,35,75,1,92;45.2666666666667,27,35,72.5,1,91;248.2,229.5,239,274.5,202,293;0,0,0,0,0,0;539.066666666667,523.5,533,547,513,615;0,0,0,0,0,0;919186.8,918125,920265,921177,913622,921279;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize154NGroup12NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;154;20;12;1;10000;0;19;0.1,0,0,0,0,1;1,1,1,1,1,1;52.15,15,69.5,81,1,97;51.45,14.25,67.5,80.75,1,97;255.35,217.75,270.5,284,204,302;0,0,0,0,0,0;543.75,532.5,540.5,551.25,517,610;0,0,0,0,0,0;917995.25,918395,918897,919541.5,911468,919809;0,0,0,0,0,0;0,0,0,0,0,0;97.55,97,98,98,97,98
SensorMeasurementSize154NGroup2NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;154;15;2;1;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;13.6666666666667,0.5,1,12.5,0,95;13.6666666666667,0.5,1,12.5,0,95;215.733333333333,202.5,204,214.5,201,297;0.0666666666666667,0,0,0,0,1;96.6,99,106,109.5,34,115;0,0,0,0,0,0;840343.6,837540,838370,843843.5,836322,846086;0,0,0,0,0,0;0,0,0,0,0,0;80.6666666666667,80,97,98,6,98
SensorMeasurementSize154NGroup2NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;154;20;2;1;10000;0;19;0,0,0,0,0,0;1,1,1,1,1,1;9.25,1,2,6.25,0,64;8.85,1,2,6.25,0,58;211.4,203.75,204.5,208.25,202,261;0.05,0,0,0,0,1;85.3,68.5,94,108.25,35,112;0,0,0,0,0,0;822792.25,819365.75,822934.5,826184,817362,827818;0,0,0,0,0,0;0,0,0,0,0,0;81.3,63,93,98,39,98
SensorMeasurementSize54NGroup8NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;54;25;8;1;10000;0;24;0.08,0,0,0,0,1;1,1,1,1,1,1;50.8,28,51,74,1,103;50.16,28,51,74,1,103;253.16,229,257,276,203,304;0.04,0,0,0,0,1;350.16,328,334,341,316,439;0,0,0,0,0,0;883034.72,882922,883964,884778,873985,884876;0,0,0,0,0,0;0,0,0,0,0,0;97.76,98,98,98,97,98
SensorMeasurementSize54NGroup12NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;54;30;12;2;10000;0;14;0.0333333333333333,0,0,0,0,1;1,1,1,1,1,1;75.0333333333333,57.25,89,99.75,1,105;74.7333333333333,57.25,89,99,1,104;291.233333333333,259.5,297,322.25,202,367;0.0666666666666667,0,0,0,0,1;579.3,571.25,576.5,588.75,554,602;0,0,0,0,0,0;946272.866666667,942131,946214.5,950323,941501,950825;0,0,0,0,0,0;0,0,0,0,0,0;97.6666666666667,97,98,98,97,98
SensorMeasurementSize54NGroup12NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;54;15;12;1;10000;0;14;0.133333333333333,0,0,0,0,1;1,1,1,1,1,1;46.4666666666667,27.5,38,75,2,94;46,26.5,38,73.5,2,93;249.333333333333,229.5,241,276.5,203,295;0,0,0,0,0,0;536,522,531,539.5,511,613;0,0,0,0,0,0;919186.8,918125,920265,921177,913622,921279;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize54NGroup1NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;54;15;1;1;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;10.6666666666667,0.5,1,1.5,0,86;10.6666666666667,0.5,1,1.5,0,86;213.133333333333,202.5,203,204.5,202,289;0,0,0,0,0,0;54.6666666666667,53,54,55,53,60;0,0,0,0,0,0;784450.866666667,783459,784291,784383,782997,788726;0,0,0,0,0,0;0,0,0,0,0,0;88.6666666666667,91.5,98,98,25,98
SensorMeasurementSize54NGroup2NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;54;20;2;2;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;23.75,1,1.5,36.75,0,103;23.75,1,1.5,36.75,0,103;230.55,203,210.5,239.25,201,307;0,0,0,0,0,0;113.7,92.75,105,154,64,164;0,0,0,0,0,0;880855.95,875338.75,881734,886253.75,872393,890633;0,0,0,0,0,0;0,0,0,0,0,0;72.5,48.75,97,98,11,98
SensorMeasurementSize154NGroup8NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;154;15;8;1;10000;0;14;0.133333333333333,0,0,0,0,1;1,1,1,1,1,1;44.2666666666667,3,40,73,0,105;43.8666666666667,3,40,73,0,103;246.933333333333,205,243,277.5,201,307;0.0666666666666667,0,0,0,0,1;359.533333333333,328,338,406.5,318,436;0,0,0,0,0,0;900452.266666667,897481.5,901941,903051,895037,904416;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize154NGroup4NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;154;15;4;1;10000;0;14;0.0666666666666667,0,0,0,0,1;1,1,1,1,1,1;22.2666666666667,0.5,2,25.5,0,104;22.2666666666667,0.5,2,25.5,0,104;224.733333333333,203,204,229,201,307;0,0,0,0,0,0;177.2,132.5,189,210.5,126,217;0,0,0,0,0,0;864947.466666667,860816.5,863614,869314,859774,870742;0,0,0,0,0,0;0,0,0,0,0,0;97.6666666666667,97,98,98,97,98
SensorMeasurementSize154NGroup16NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;154;30;16;2;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;81.3,79.25,98.5,104.75,4,110;80.7666666666667,79.25,98,104,4,106;294.3,289.5,306,317.5,205,365;0.0666666666666667,0,0,0,0,1;789.566666666667,776,787,801.25,761,823;0,0,0,0,0,0;958988.4,956062.75,958772,961993,955152,962652;0,0,0,0,0,0;0,0,0,0,0,0;97.6666666666667,97,98,98,97,98
SensorMeasurementSize154NGroup16NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;154;15;16;1;10000;0;14;0.0666666666666667,0,0,0,0,1;1,1,1,1,1,1;59,32.5,64,91.5,1,95;57.6,32,62,90.5,1,93;261.266666666667,236.5,263,294.5,202,299;0.0666666666666667,0,0,0,0,1;744.666666666667,732,738,760,723,778;0,0,0,0,0,0;932328.4,931930,932442,932852,931428,932954;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize154NGroup12NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;154;25;12;1;10000;0;24;0.12,0,0,0,0,1;1,1,1,1,1,1;67.12,59,77,91,0,104;66.08,59,75,91,0,103;269.44,263,278,296,202,304;0.08,0,0,0,0,1;541.6,529,539,548,511,596;0,0,0,0,0,0;914149.8,913706,914208,915022,910775,915124;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize154NGroup16NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;154;20;16;1;10000;0;19;0,0,0,0,0,0;1,1,1,1,1,1;70.1,40.75,81.5,93.5,1,114;69.25,40.75,80.5,91.5,1,114;273.5,245,285,297,202,318;0,0,0,0,0,0;752.95,742.5,746.5,763.5,726,821;0,0,0,0,0,0;938491.45,938267,938769,939691,931428,939793;0,0,0,0,0,0;0,0,0,0,0,0;97.7,97,98,98,97,98
SensorMeasurementSize54NGroup16NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;54;20;16;1;10000;0;19;0,0,0,0,0,0;1,1,1,1,1,1;69.5,40.75,74,94.75,1,115;68.95,40.75,74,94,1,115;273.25,243,278.5,300.25,202,322;0,0,0,0,0,0;746.25,737.25,741.5,753.25,718,820;0,0,0,0,0,0;938491.45,938267,938769,939691,931428,939793;0,0,0,0,0,0;0,0,0,0,0,0;97.7,97,98,98,97,98
SensorMeasurementSize154NGroup4NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;154;20;4;1;10000;0;19;0,0,0,0,0,0;1,1,1,1,1,1;27.2,1,7,42.25,0,105;27.15,1,7,42.25,0,104;229.85,204,209,245.25,202,309;0.05,0,0,0,0,1;176.7,131.25,207,214,126,222;0,0,0,0,0,0;831478.1,828396.5,832142,835251,825774,836449;0,0,0,0,0,0;0,0,0,0,0,0;97.7,97,98,98,97,98
SensorMeasurementSize154NGroup2NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;154;20;2;2;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;24.5,1,1.5,35,0,103;24.5,1,1.5,35,0,103;231.1,203,210.5,239.25,201,308;0,0,0,0,0,0;115.45,94.75,106,155,65,166;0,0,0,0,0,0;880854.95,875338.75,881734,886253.75,872393,890682;0,0,0,0,0,0;0,0,0,0,0,0;72.45,48.75,97,98,11,98
SensorMeasurementSize154NGroup12NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;154;30;12;2;10000;0;14;0.0333333333333333,0,0,0,0,1;1,1,1,1,1,1;75.5,59.5,89,99.75,1,111;75.2,59.5,89,99,1,111;291.533333333333,262.5,299,320.75,202,364;0.0666666666666667,0,0,0,0,1;582.766666666667,575,579.5,591.75,556,606;0,0,0,0,0,0;946272.866666667,942131,946214.5,950323,941501,950825;0,0,0,0,0,0;0,0,0,0,0,0;97.6666666666667,97,98,98,97,98
SensorMeasurementSize54NGroup4NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;54;30;4;2;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;44.9,1.25,24.5,90.5,0,104;44.8666666666667,1.25,24.5,90.5,0,104;253.133333333333,204,253,294,201,342;0.0666666666666667,0,0,0,0,1;191,169,172.5,212.75,163,260;0,0,0,0,0,0;878861.533333333,871337.75,878433.5,887103.75,867737,889806;0,0,0,0,0,0;0,0,0,0,0,0;97.6333333333333,97,98,98,97,98
SensorMeasurementSize54NGroup2NRawSlotNum1ContentionPerRAWSlot14TrafficInterval10000;54;15;2;1;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;13.5333333333333,0.5,1,12,0,95;13.5333333333333,0.5,1,12,0,95;215.6,202.5,204,214,201,297;0.0666666666666667,0,0,0,0,1;95.2666666666667,98,105,108,33,113;0,0,0,0,0,0;840343.6,837540,838370,843843.5,836322,846086;0,0,0,0,0,0;0,0,0,0,0,0;80.6666666666667,80,97,98,6,98
SensorMeasurementSize54NGroup16NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;54;30;16;2;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;81.3333333333333,79.25,98,103.75,4,111;80.9666666666667,79.25,97,103.5,4,110;295.433333333333,289,305.5,323.75,205,361;0.0666666666666667,0,0,0,0,1;785.633333333333,774,783.5,798.25,758,814;0,0,0,0,0,0;958988.4,956062.75,958772,961993,955152,962652;0,0,0,0,0,0;0,0,0,0,0,0;97.6666666666667,97,98,98,97,98
SensorMeasurementSize154NGroup8NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;154;30;8;2;10000;0;14;0.0333333333333333,0,0,0,0,1;1,1,1,1,1,1;60.2666666666667,6.75,79.5,95,0,105;60.0333333333333,6.75,79.5,95,0,105;272.433333333333,213.75,281,301,202,388;0.0333333333333333,0,0,0,0,1;387.466666666667,374.75,380,387.5,364,463;0,0,0,0,0,0;925409.9,920213,925081,931124,916962,932035;0,0,0,0,0,0;0,0,0,0,0,0;97.5666666666667,97,98,98,97,98
SensorMeasurementSize54NGroup8NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;54;20;8;1;10000;0;19;0.05,0,0,0,0,1;1,1,1,1,1,1;42.1,12.75,45.5,67.25,2,81;41.95,12,45,67.25,2,81;245.2,214.75,249,270,205,284;0,0,0,0,0,0;333.35,324,331,334.25,315,414;0,0,0,0,0,0;879975.45,878396.75,880666,881945,875549,882047;0,0,0,0,0,0;0,0,0,0,0,0;97.65,97,98,98,97,98
SensorMeasurementSize154NGroup4NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;154;25;4;1;10000;0;24;0,0,0,0,0,0;1,1,1,1,1,1;31.36,3,26,55,0,88;30.88,3,25,55,0,88;233.68,205,226,258,201,293;0.08,0,0,0,0,1;162.08,131,134,208,128,215;0,0,0,0,0,0;835635.24,832515,837498,838492,828021,838892;0,0,0,0,0,0;0,0,0,0,0,0;97.56,97,98,98,97,98
SensorMeasurementSize154NGroup1NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;154;20;1;2;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;6.4,1,1,1.25,0,64;6.4,1,1,1.25,0,64;212.1,203.5,204,205,201,268;0,0,0,0,0,0;73.95,54,65,104.25,20,110;0,0,0,0,0,0;820328.15,816147.5,821896,823241.25,815339,827671;0,0,0,0,0,0;0,0,0,0,0,0;87.9,88.25,97,98,42,98
SensorMeasurementSize54NGroup16NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;54;25;16;1;10000;0;24;0.08,0,0,0,0,1;1,1,1,1,1,1;82.4,60,90,106,4,122;81.28,59,90,105,4,120;284.96,262,293,310,207,329;0.16,0,0,0,0,1;759.72,740,755,770,720,851;0,0,0,0,0,0;933403.64,932796,933298,934219,931428,934322;0,0,0,0,0,0;0,0,0,0,0,0;97.68,97,98,98,97,98
SensorMeasurementSize154NGroup12NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;154;30;12;1;10000;0;29;0.133333333333333,0,0,0,0,1;1,1,1,1,1,1;70.5333333333333,57.5,86.5,95,3,106;69.3666666666667,56.75,85,94.75,3,102;273.233333333333,261.5,288.5,300,205,308;0,0,0,0,0,0;542.5,534.75,543,549,510,567;0,0,0,0,0,0;911576.4,911203.5,911686,912188,910775,912193;0,0,0,0,0,0;0,0,0,0,0,0;97.6666666666667,97,98,98,97,98
SensorMeasurementSize54NGroup16NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;54;20;16;2;10000;0;9;0.1,0,0,0,0,1;1,1,1,1,1,1;74.15,62,94,100.25,1,105;73.7,62,93.5,99.25,1,104;289.05,270.5,298.5,313.25,203,362;0.2,0,0,0,0,1;781.65,772.5,782,790.75,753,806;0,0,0,0,0,0;958259.45,955034,958250.5,961457,954473,961866;0,0,0,0,0,0;0,0,0,0,0,0;97.5,97,97.5,98,97,98
SensorMeasurementSize154NGroup8NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;154;30;8;1;10000;0;29;0.1,0,0,0,0,1;1,1,1,1,1,1;52.4,29.25,56.5,81.5,2,97;51.7,29,56,80.5,2,94;255.1,230.75,258,285.25,204,296;0.0333333333333333,0,0,0,0,1;335.933333333333,329.25,333.5,338,320,413;0,0,0,0,0,0;870713.366666667,870175,870882,871491,867928,871691;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
